Orthogroup	Species	Pocillopora_meandrina_HIv1.genes.pep	Orthologs
OG0000569	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g12680.t1, Pocillopora_meandrina_HIv1___RNAseq.g12674.t1, Pocillopora_meandrina_HIv1___RNAseq.g12675.t1	FUN_034194-T1, FUN_034189-T1, FUN_034200-T1, FUN_034191-T1, FUN_034202-T1, FUN_034193-T1, FUN_034196-T1, FUN_016789-T1, FUN_034199-T1
OG0000570	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g15319.t1, Pocillopora_meandrina_HIv1___RNAseq.g16835.t1, Pocillopora_meandrina_HIv1___RNAseq.g10262.t1, Pocillopora_meandrina_HIv1___RNAseq.g14533.t1, Pocillopora_meandrina_HIv1___RNAseq.g131.t1, Pocillopora_meandrina_HIv1___TS.g11709.t1, Pocillopora_meandrina_HIv1___RNAseq.g22849.t1, Pocillopora_meandrina_HIv1___RNAseq.g29266.t1, Pocillopora_meandrina_HIv1___RNAseq.g29269.t1	Peve_00030750, Peve_00011597, Peve_00040261
OG0000570	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g15319.t1, Pocillopora_meandrina_HIv1___RNAseq.g16835.t1, Pocillopora_meandrina_HIv1___RNAseq.g10262.t1, Pocillopora_meandrina_HIv1___RNAseq.g14533.t1, Pocillopora_meandrina_HIv1___RNAseq.g131.t1, Pocillopora_meandrina_HIv1___TS.g11709.t1, Pocillopora_meandrina_HIv1___RNAseq.g22849.t1, Pocillopora_meandrina_HIv1___RNAseq.g29266.t1, Pocillopora_meandrina_HIv1___RNAseq.g29269.t1	FUN_030859-T1, FUN_017615-T1
OG0000571	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17409.t1, Pocillopora_meandrina_HIv1___RNAseq.g17405.t1, Pocillopora_meandrina_HIv1___RNAseq.g17406.t1, Pocillopora_meandrina_HIv1___RNAseq.g17403.t1, Pocillopora_meandrina_HIv1___RNAseq.g17404.t1, Pocillopora_meandrina_HIv1___RNAseq.g17411.t1, Pocillopora_meandrina_HIv1___RNAseq.g17408.t1, Pocillopora_meandrina_HIv1___RNAseq.g17412.t1, Pocillopora_meandrina_HIv1___RNAseq.g17402.t1, Pocillopora_meandrina_HIv1___RNAseq.g17401.t1	Peve_00015559
OG0000571	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17409.t1, Pocillopora_meandrina_HIv1___RNAseq.g17405.t1, Pocillopora_meandrina_HIv1___RNAseq.g17406.t1, Pocillopora_meandrina_HIv1___RNAseq.g17403.t1, Pocillopora_meandrina_HIv1___RNAseq.g17404.t1, Pocillopora_meandrina_HIv1___RNAseq.g17411.t1, Pocillopora_meandrina_HIv1___RNAseq.g17408.t1, Pocillopora_meandrina_HIv1___RNAseq.g17412.t1, Pocillopora_meandrina_HIv1___RNAseq.g17402.t1, Pocillopora_meandrina_HIv1___RNAseq.g17401.t1	FUN_023938-T1, FUN_017799-T1, FUN_017797-T1
OG0000572	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g11645.t1	Peve_00024559, Peve_00012853, Peve_00012852, Peve_00016896, Peve_00024558, Peve_00024557, Peve_00024560, Peve_00012854, Peve_00016895, Peve_00012855, Peve_00008442
OG0000572	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g11645.t1	FUN_017877-T1, FUN_017874-T1
OG0000573	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g1112.t1	Peve_00000100
OG0000573	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g12796.t2	FUN_037577-T1, FUN_018710-T1, FUN_037575-T1, FUN_037580-T1
OG0000573	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g12796.t2	Peve_00008773, Peve_00008774, Peve_00006241
OG0000573	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g8249.t1	FUN_018711-T1, FUN_037576-T1
OG0000573	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g8249.t1	Peve_00021573
OG0000575	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g19060.t1, Pocillopora_meandrina_HIv1___RNAseq.g19061.t1, Pocillopora_meandrina_HIv1___RNAseq.g19059.t1	Peve_00018701, Peve_00015138, Peve_00018700
OG0000575	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g19060.t1, Pocillopora_meandrina_HIv1___RNAseq.g19061.t1, Pocillopora_meandrina_HIv1___RNAseq.g19059.t1	FUN_024166-T1, FUN_024168-T1, FUN_024169-T1
OG0000575	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g11476.t1, Pocillopora_meandrina_HIv1___RNAseq.g19056.t1, Pocillopora_meandrina_HIv1___RNAseq.g19057.t1	Peve_00021051, Peve_00021049
OG0000576	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25555.t2	FUN_029238-T1, FUN_029236-T1
OG0000576	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25555.t2	Peve_00045053, Peve_00045049, Peve_00027667, Peve_00024304, Peve_00045050, Peve_00024305, Peve_00027666, Peve_00045064, Peve_00030930, Peve_00045052, Peve_00045047
OG0000577	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g15940.t1, Pocillopora_meandrina_HIv1___RNAseq.g16661.t1, Pocillopora_meandrina_HIv1___TS.g14662.t1, Pocillopora_meandrina_HIv1___RNAseq.g20639.t1, Pocillopora_meandrina_HIv1___TS.g10965.t1, Pocillopora_meandrina_HIv1___RNAseq.g15950.t1, Pocillopora_meandrina_HIv1___RNAseq.g10728.t1, Pocillopora_meandrina_HIv1___RNAseq.g20640.t1, Pocillopora_meandrina_HIv1___TS.g10960.t1, Pocillopora_meandrina_HIv1___RNAseq.g15956.t1, Pocillopora_meandrina_HIv1___RNAseq.g20641.t1, Pocillopora_meandrina_HIv1___RNAseq.g10729.t1, Pocillopora_meandrina_HIv1___RNAseq.g3095.t1	FUN_029533-T1
OG0000578	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25994.t1, Pocillopora_meandrina_HIv1___RNAseq.g15405.t1	FUN_029823-T1
OG0000578	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25994.t1, Pocillopora_meandrina_HIv1___RNAseq.g15405.t1	Peve_00013286, Peve_00042358, Peve_00008876, Peve_00019064, Peve_00029431, Peve_00003941, Peve_00012759, Peve_00019778, Peve_00041620, Peve_00017019, Peve_00042357
OG0000579	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18615.t1	Peve_00020726
OG0000579	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18615.t1	FUN_030084-T1
OG0000579	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g8477.t2, Pocillopora_meandrina_HIv1___RNAseq.g1791.t1, Pocillopora_meandrina_HIv1___RNAseq.g8472.t1	Peve_00007402, Peve_00016270
OG0000579	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g8477.t2, Pocillopora_meandrina_HIv1___RNAseq.g1791.t1, Pocillopora_meandrina_HIv1___RNAseq.g8472.t1	FUN_045279-T1, FUN_045160-T1, FUN_045440-T1, FUN_045631-T1, FUN_045384-T1, FUN_044607-T1
OG0000583	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g4139.t1, Pocillopora_meandrina_HIv1___RNAseq.g9267.t1, Pocillopora_meandrina_HIv1___RNAseq.g9281.t1, Pocillopora_meandrina_HIv1___TS.g21825.t1, Pocillopora_meandrina_HIv1___TS.g21812.t1	FUN_034673-T1, FUN_034660-T1
OG0000583	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g4139.t1, Pocillopora_meandrina_HIv1___RNAseq.g9267.t1, Pocillopora_meandrina_HIv1___RNAseq.g9281.t1, Pocillopora_meandrina_HIv1___TS.g21825.t1, Pocillopora_meandrina_HIv1___TS.g21812.t1	Peve_00043446, Peve_00026983, Peve_00035960, Peve_00043443, Peve_00043444, Peve_00036584, Peve_00036585
OG0000584	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g10301.t1, Pocillopora_meandrina_HIv1___RNAseq.g18245.t1, Pocillopora_meandrina_HIv1___TS.g6470.t1	Peve_00031218
OG0000584	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g10301.t1, Pocillopora_meandrina_HIv1___RNAseq.g18245.t1	FUN_036775-T1
OG0000585	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5352.t1, Pocillopora_meandrina_HIv1___RNAseq.g5351.t1	FUN_037716-T1, FUN_037726-T1
OG0000585	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5352.t1, Pocillopora_meandrina_HIv1___RNAseq.g5351.t1	Peve_00029482, Peve_00029481, Peve_00018881, Peve_00031297, Peve_00031296, Peve_00018335, Peve_00009806, Peve_00009807, Peve_00018880, Peve_00029486
OG0000586	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g7989.t1, Pocillopora_meandrina_HIv1___TS.g7995.t1, Pocillopora_meandrina_HIv1___RNAseq.g28571.t1, Pocillopora_meandrina_HIv1___RNAseq.g28212.t1, Pocillopora_meandrina_HIv1___RNAseq.g28206.t1, Pocillopora_meandrina_HIv1___RNAseq.g28205.t1, Pocillopora_meandrina_HIv1___RNAseq.g28208.t1, Pocillopora_meandrina_HIv1___RNAseq.g28204.t1, Pocillopora_meandrina_HIv1___RNAseq.g28202.t1, Pocillopora_meandrina_HIv1___RNAseq.g28207.t1a	Peve_00037772, Peve_00037761, Peve_00037769
OG0000586	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g7989.t1, Pocillopora_meandrina_HIv1___TS.g7995.t1, Pocillopora_meandrina_HIv1___RNAseq.g28571.t1, Pocillopora_meandrina_HIv1___RNAseq.g28212.t1, Pocillopora_meandrina_HIv1___RNAseq.g28206.t1, Pocillopora_meandrina_HIv1___RNAseq.g28205.t1, Pocillopora_meandrina_HIv1___RNAseq.g28208.t1, Pocillopora_meandrina_HIv1___RNAseq.g28204.t1, Pocillopora_meandrina_HIv1___RNAseq.g28202.t1, Pocillopora_meandrina_HIv1___RNAseq.g28207.t1a	FUN_038494-T1
OG0000587	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g16051.t1, Pocillopora_meandrina_HIv1___RNAseq.g20822.t2a, Pocillopora_meandrina_HIv1___RNAseq.g864.t1, Pocillopora_meandrina_HIv1___RNAseq.g9615.t1, Pocillopora_meandrina_HIv1___RNAseq.g25079.t1, Pocillopora_meandrina_HIv1___RNAseq.g19342.t1, Pocillopora_meandrina_HIv1___RNAseq.g11340.t1, Pocillopora_meandrina_HIv1___RNAseq.g17016.t1a, Pocillopora_meandrina_HIv1___RNAseq.g1203.t1, Pocillopora_meandrina_HIv1___RNAseq.g25078.t1, Pocillopora_meandrina_HIv1___RNAseq.g20552.t1, Pocillopora_meandrina_HIv1___TS.g15521.t1, Pocillopora_meandrina_HIv1___RNAseq.g17374.t1	FUN_044806-T1
OG0000588	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g12656.t1	Peve_00034729
OG0000588	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g1231.t1, Pocillopora_meandrina_HIv1___RNAseq.g25841.t1, Pocillopora_meandrina_HIv1___RNAseq.g12657.t1, Pocillopora_meandrina_HIv1___RNAseq.g12923.t1a, Pocillopora_meandrina_HIv1___RNAseq.g14558.t1, Pocillopora_meandrina_HIv1___RNAseq.g11743.t1, Pocillopora_meandrina_HIv1___RNAseq.g1232.t1, Pocillopora_meandrina_HIv1___TS.g9282.t1b, Pocillopora_meandrina_HIv1___RNAseq.g25088.t1	Peve_00005394
OG0000588	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g1231.t1, Pocillopora_meandrina_HIv1___RNAseq.g25841.t1, Pocillopora_meandrina_HIv1___RNAseq.g12657.t1, Pocillopora_meandrina_HIv1___RNAseq.g12923.t1a, Pocillopora_meandrina_HIv1___RNAseq.g14558.t1, Pocillopora_meandrina_HIv1___RNAseq.g11743.t1, Pocillopora_meandrina_HIv1___RNAseq.g1232.t1, Pocillopora_meandrina_HIv1___TS.g9282.t1b, Pocillopora_meandrina_HIv1___RNAseq.g25088.t1	FUN_044897-T1, FUN_045604-T1
OG0000589	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g9452.t1, Pocillopora_meandrina_HIv1___TS.g21317.t1, Pocillopora_meandrina_HIv1___RNAseq.g22890.t1, Pocillopora_meandrina_HIv1___RNAseq.g17671.t1, Pocillopora_meandrina_HIv1___RNAseq.g14506.t1, Pocillopora_meandrina_HIv1___RNAseq.g10148.t1, Pocillopora_meandrina_HIv1___RNAseq.g1205.t1, Pocillopora_meandrina_HIv1___RNAseq.g14830.t1, Pocillopora_meandrina_HIv1___RNAseq.g20554.t1, Pocillopora_meandrina_HIv1___RNAseq.g1227.t1, Pocillopora_meandrina_HIv1___TS.g25305.t1, Pocillopora_meandrina_HIv1___TS.g19980.t1, Pocillopora_meandrina_HIv1___RNAseq.g14507.t1	FUN_045425-T1
OG0000590	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g19499.t1, Pocillopora_meandrina_HIv1___RNAseq.g14517.t1, Pocillopora_meandrina_HIv1___RNAseq.g4133.t1, Pocillopora_meandrina_HIv1___RNAseq.g11457.t1, Pocillopora_meandrina_HIv1___RNAseq.g6139.t1, Pocillopora_meandrina_HIv1___RNAseq.g14516.t1, Pocillopora_meandrina_HIv1___RNAseq.g4132.t1, Pocillopora_meandrina_HIv1___RNAseq.g11458.t1, Pocillopora_meandrina_HIv1___RNAseq.g29719.t1, Pocillopora_meandrina_HIv1___RNAseq.g3345.t1, Pocillopora_meandrina_HIv1___RNAseq.g6140.t1	FUN_045478-T1
OG0000590	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g19499.t1, Pocillopora_meandrina_HIv1___RNAseq.g14517.t1, Pocillopora_meandrina_HIv1___RNAseq.g4133.t1, Pocillopora_meandrina_HIv1___RNAseq.g11457.t1, Pocillopora_meandrina_HIv1___RNAseq.g6139.t1, Pocillopora_meandrina_HIv1___RNAseq.g14516.t1, Pocillopora_meandrina_HIv1___RNAseq.g4132.t1, Pocillopora_meandrina_HIv1___RNAseq.g11458.t1, Pocillopora_meandrina_HIv1___RNAseq.g29719.t1, Pocillopora_meandrina_HIv1___RNAseq.g3345.t1, Pocillopora_meandrina_HIv1___RNAseq.g6140.t1	Peve_00022520, Peve_00011351
OG0000591	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g27017.t1, Pocillopora_meandrina_HIv1___RNAseq.g10149.t1, Pocillopora_meandrina_HIv1___RNAseq.g1271.t1, Pocillopora_meandrina_HIv1___RNAseq.g19367.t1	Peve_00009195, Peve_00010231, Peve_00032995, Peve_00001807, Peve_00023676, Peve_00008900, Peve_00010966, Peve_00030705, Peve_00021589
OG0000591	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g27017.t1, Pocillopora_meandrina_HIv1___RNAseq.g10149.t1, Pocillopora_meandrina_HIv1___RNAseq.g1271.t1, Pocillopora_meandrina_HIv1___RNAseq.g19367.t1	FUN_045515-T1
OG0000593	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g14341.t1, Pocillopora_meandrina_HIv1___TS.g5928.t1, Pocillopora_meandrina_HIv1___RNAseq.g14986.t1, Pocillopora_meandrina_HIv1___RNAseq.g14371.t1, Pocillopora_meandrina_HIv1___RNAseq.g14369.t1, Pocillopora_meandrina_HIv1___RNAseq.g3111.t1, Pocillopora_meandrina_HIv1___RNAseq.g3110.t1, Pocillopora_meandrina_HIv1___RNAseq.g14373.t1, Pocillopora_meandrina_HIv1___RNAseq.g25111.t1, Pocillopora_meandrina_HIv1___RNAseq.g14372.t1, Pocillopora_meandrina_HIv1___RNAseq.g14362.t1, Pocillopora_meandrina_HIv1___RNAseq.g14458.t1, Pocillopora_meandrina_HIv1___RNAseq.g14370.t1	Peve_00017791
OG0000595	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g1228.t1, Pocillopora_meandrina_HIv1___RNAseq.g24535.t1, Pocillopora_meandrina_HIv1___RNAseq.g6484.t1b, Pocillopora_meandrina_HIv1___RNAseq.g16439.t1, Pocillopora_meandrina_HIv1___RNAseq.g14355.t1, Pocillopora_meandrina_HIv1___RNAseq.g28250.t1, Pocillopora_meandrina_HIv1___RNAseq.g6887.t1, Pocillopora_meandrina_HIv1___RNAseq.g28237.t1, Pocillopora_meandrina_HIv1___RNAseq.g6001.t1, Pocillopora_meandrina_HIv1___RNAseq.g347.t1, Pocillopora_meandrina_HIv1___RNAseq.g21859.t1, Pocillopora_meandrina_HIv1___RNAseq.g28251.t1	Peve_00041813, Peve_00038025
OG0000597	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g16071.t2, Pocillopora_meandrina_HIv1___RNAseq.g23189.t1, Pocillopora_meandrina_HIv1___RNAseq.g23186.t2, Pocillopora_meandrina_HIv1___RNAseq.g23188.t1, Pocillopora_meandrina_HIv1___RNAseq.g23185.t1, Pocillopora_meandrina_HIv1___RNAseq.g23184.t1, Pocillopora_meandrina_HIv1___RNAseq.g3075.t1, Pocillopora_meandrina_HIv1___RNAseq.g3007.t1, Pocillopora_meandrina_HIv1___RNAseq.g3008.t1, Pocillopora_meandrina_HIv1___TS.g26863.t1, Pocillopora_meandrina_HIv1___RNAseq.g11290.t1, Pocillopora_meandrina_HIv1___TS.g26744.t1a, Pocillopora_meandrina_HIv1___RNAseq.g26962.t1	Peve_00030372
OG0000598	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18093.t1, Pocillopora_meandrina_HIv1___TS.g26676.t1, Pocillopora_meandrina_HIv1___RNAseq.g8049.t1, Pocillopora_meandrina_HIv1___RNAseq.g3676.t1, Pocillopora_meandrina_HIv1___TS.g26899.t1, Pocillopora_meandrina_HIv1___TS.g3356.t1d, Pocillopora_meandrina_HIv1___TS.g22706.t1, Pocillopora_meandrina_HIv1___RNAseq.g3675.t1, Pocillopora_meandrina_HIv1___RNAseq.g11169.t1a, Pocillopora_meandrina_HIv1___TS.g3356.t1c, Pocillopora_meandrina_HIv1___TS.g14166.t1, Pocillopora_meandrina_HIv1___RNAseq.g15271.t1, Pocillopora_meandrina_HIv1___RNAseq.g15577.t1	Peve_00035006
OG0000599	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g20716.t1	Peve_00037757, Peve_00026021, Peve_00019554, Peve_00001185, Peve_00016359, Peve_00001702, Peve_00020244, Peve_00016680, Peve_00031016, Peve_00007343, Peve_00031019, Peve_00024955, Peve_00000729
OG0000600	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g20032.t1, Pocillopora_meandrina_HIv1___RNAseq.g20034.t1, Pocillopora_meandrina_HIv1___RNAseq.g20033.t1	Peve_00034790, Peve_00017667, Peve_00042617, Peve_00032278, Peve_00008300, Peve_00042614, Peve_00008306, Peve_00008303, Peve_00008305, Peve_00042623, Peve_00042622
OG0000616	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g28713.t1	Peve_00023615, Peve_00023614, Peve_00013191, Peve_00012028, Peve_00013195, Peve_00013194
OG0000616	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g28713.t1	FUN_006900-T1, FUN_001125-T1, FUN_001128-T1, FUN_001126-T1, FUN_001123-T1, FUN_001124-T1
OG0000618	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g1823.t1	Peve_00027105
OG0000618	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g1823.t1	FUN_016880-T1, FUN_040294-T1
OG0000619	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g12018.t1, Pocillopora_meandrina_HIv1___RNAseq.g14975.t1	Peve_00041910, Peve_00013080, Peve_00029800, Peve_00011051, Peve_00041914
OG0000619	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g12018.t1	FUN_005973-T1, FUN_005982-T1, FUN_005974-T1, FUN_005987-T1
OG0000619	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g14975.t1	FUN_007106-T1, FUN_001521-T1
OG0000621	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g10113.t1, Pocillopora_meandrina_HIv1___RNAseq.g12926.t1	Peve_00037570, Peve_00000489, Peve_00001971, Peve_00001781, Peve_00035544, Peve_00037048
OG0000621	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g10113.t1, Pocillopora_meandrina_HIv1___RNAseq.g12926.t1	FUN_019614-T1, FUN_001980-T1, FUN_026667-T1, FUN_042256-T1, FUN_002034-T1
OG0000622	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g7638.t1, Pocillopora_meandrina_HIv1___RNAseq.g29564.t1	Peve_00037342, Peve_00043919
OG0000622	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g7638.t1	FUN_033304-T1
OG0000622	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g29564.t1	FUN_033303-T1, FUN_043796-T1, FUN_033629-T1, FUN_003444-T1
OG0000626	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g53.t1	Peve_00014903, Peve_00029562
OG0000626	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g53.t1	FUN_002414-T1, FUN_002374-T1, FUN_002371-T1, FUN_002415-T1, FUN_002418-T1, FUN_002417-T1, FUN_002366-T1, FUN_002363-T1, FUN_002363-T2, FUN_002410-T1
OG0000627	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g14857.t1, Pocillopora_meandrina_HIv1___RNAseq.g777.t1, Pocillopora_meandrina_HIv1___RNAseq.g778.t1, Pocillopora_meandrina_HIv1___RNAseq.g776.t1	Peve_00034004
OG0000627	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g14857.t1, Pocillopora_meandrina_HIv1___RNAseq.g777.t1, Pocillopora_meandrina_HIv1___RNAseq.g778.t1, Pocillopora_meandrina_HIv1___RNAseq.g776.t1	FUN_038052-T1
OG0000627	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g26200.t1, Pocillopora_meandrina_HIv1___RNAseq.g26199.t1	Peve_00003034
OG0000627	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g26200.t1	FUN_002435-T1, FUN_037939-T1
OG0000627	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g26199.t1	FUN_038124-T1, FUN_037940-T1
OG0000628	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g12686.t1	Peve_00032755
OG0000628	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g12686.t1	FUN_040651-T1, FUN_033552-T1, FUN_002459-T1
OG0000635	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g3364.t1, Pocillopora_meandrina_HIv1___RNAseq.g3381.t1, Pocillopora_meandrina_HIv1___RNAseq.g3353.t1	Peve_00008347, Peve_00032440
OG0000635	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g3364.t1, Pocillopora_meandrina_HIv1___RNAseq.g3381.t1, Pocillopora_meandrina_HIv1___RNAseq.g3353.t1	FUN_024882-T1, FUN_006490-T1, FUN_021106-T1, FUN_003873-T1, FUN_044480-T2, FUN_011485-T1, FUN_033643-T1, FUN_026625-T1
OG0000636	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g7826.t1	FUN_003930-T1, FUN_003928-T1, FUN_003987-T1, FUN_003882-T1
OG0000636	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g7826.t1	Peve_00003887, Peve_00003882, Peve_00002496, Peve_00002497, Peve_00006587, Peve_00028983, Peve_00028764, Peve_00037176
OG0000638	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g16137.t1, Pocillopora_meandrina_HIv1___RNAseq.g15757.t1, Pocillopora_meandrina_HIv1___RNAseq.g18177.t1, Pocillopora_meandrina_HIv1___RNAseq.g18175.t1, Pocillopora_meandrina_HIv1___RNAseq.g2970.t1	Peve_00024887
OG0000638	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g16137.t1, Pocillopora_meandrina_HIv1___RNAseq.g15757.t1, Pocillopora_meandrina_HIv1___RNAseq.g18177.t1, Pocillopora_meandrina_HIv1___RNAseq.g18175.t1	FUN_005094-T1
OG0000638	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g2970.t1	FUN_031045-T1
OG0000639	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g22101.t1, Pocillopora_meandrina_HIv1___RNAseq.g19297.t1a	Peve_00019019, Peve_00009409
OG0000639	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g22101.t1, Pocillopora_meandrina_HIv1___RNAseq.g19297.t1a	FUN_005486-T1, FUN_036680-T1, FUN_036640-T1, FUN_036718-T1, FUN_005482-T1, FUN_036718-T2, FUN_036640-T2
OG0000646	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g28408.t1	FUN_025244-T1, FUN_007108-T1, FUN_039303-T1, FUN_007111-T1
OG0000646	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g28408.t1	Peve_00017835, Peve_00023729, Peve_00035647, Peve_00032967, Peve_00024345, Peve_00034569, Peve_00029642, Peve_00034572
OG0000647	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g2793.t1	FUN_007633-T1, FUN_017657-T1
OG0000647	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g2793.t1	Peve_00020204
OG0000647	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g2787.t1	Peve_00043407
OG0000647	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g13055.t1b, Pocillopora_meandrina_HIv1___RNAseq.g6085.t1, Pocillopora_meandrina_HIv1___RNAseq.g5370.t1	FUN_017658-T1, FUN_017659-T1, FUN_031690-T1
OG0000647	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g13055.t1b, Pocillopora_meandrina_HIv1___RNAseq.g6085.t1, Pocillopora_meandrina_HIv1___RNAseq.g5370.t1	Peve_00039840
OG0000649	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g26798.t1	Peve_00018859, Peve_00034650, Peve_00043358, Peve_00032943, Peve_00003278, Peve_00020758, Peve_00000732, Peve_00012070, Peve_00023022, Peve_00037495
OG0000649	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g26798.t1	FUN_008339-T1, FUN_008337-T1
OG0000651	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g19613.t1	Peve_00018715
