Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
ntLink_8:9615466-9615892	Cluster_380	N	120	113	99	116	14
ntLink_8:9616126-9616547	Cluster_381	N	0	0	5	15	119
ntLink_8:9616615-9617039	Cluster_382	N	30	24	45	52	4
ntLink_8:9636843-9637369	Cluster_383	N	356	86	140	405	70
ntLink_8:9638424-9639641	Cluster_384	N	69	1126	510	67	28
ntLink_8:9646124-9646551	Cluster_385	N	35	1	104	15	9
ntLink_8:9659054-9659483	Cluster_386	N	56	29	55	52	28
ntLink_8:9661063-9661497	Cluster_387	N	127	89	96	125	62
ntLink_8:9663019-9663446	Cluster_388	N	85	30	9	48	41
ntLink_8:9663931-9664361	Cluster_389	N	51	40	31	339	20
ntLink_8:9685833-9686258	Cluster_390	N	60	45	46	37	13
ntLink_8:9686295-9686720	Cluster_391	N	59	53	58	36	8
ntLink_8:9689034-9689810	Cluster_392	N	54	146	226	199	119
ntLink_8:9691947-9692375	Cluster_393	N	15	124	85	3	5
ntLink_8:9706671-9707088	Cluster_394	N	59	46	71	76	27
ntLink_8:9709846-9710673	Cluster_395	N	88	132	79	456	42
ntLink_8:9710718-9711226	Cluster_396	N	99	145	309	231	110
ntLink_8:9722804-9723231	Cluster_397	N	53	50	33	265	25
ntLink_8:9724969-9725420	Cluster_398	N	590	15	1	2	243
ntLink_8:9730043-9730494	Cluster_399	N	93	255	30	39	28
ntLink_8:9730558-9731338	Cluster_400	N	189	418	74	99	38
ntLink_8:9731412-9732651	Cluster_401	N	268	265	292	341	86
ntLink_8:9756498-9756926	Cluster_402	N	36	17	46	32	27
ntLink_8:9760440-9760840	Cluster_403	N	142	47	31	49	16
ntLink_8:9761324-9761929	Cluster_404	N	590	42	63	38	16
ntLink_8:9769718-9770131	Cluster_405	N	37	24	30	23	12
ntLink_8:9770375-9771244	Cluster_406	N	194	170	186	256	69
ntLink_8:9777596-9778235	Cluster_407	N	382	830	531	1463	14
ntLink_8:9779262-9779841	Cluster_408	N	27	189	25	190	43
ntLink_8:9780213-9780637	Cluster_409	N	5	77	5	62	0
ntLink_8:9784885-9785422	Cluster_410	N	61	212	64	652	53
ntLink_8:9788662-9789393	Cluster_411	N	129	105	132	91	52
ntLink_8:9790294-9790720	Cluster_412	N	132	15	48	28	9
ntLink_8:9791247-9791793	Cluster_413	N	112	48	87	71	32
ntLink_8:9816207-9817386	Cluster_414	N	262	360	839	346	258
ntLink_8:9817864-9818359	Cluster_415	N	43	14	255	57	138
ntLink_8:9820055-9820686	Cluster_416	N	131	132	466	151	116
ntLink_8:9822493-9823178	Cluster_417	N	97	72	301	145	1182
ntLink_8:9825398-9825828	Cluster_418	N	9	6	179	310	18
ntLink_8:9828273-9828848	Cluster_419	N	185	264	256	213	28
ntLink_8:9830547-9831523	Cluster_420	N	586	207	233	504	125
ntLink_8:9839511-9840109	Cluster_421	N	169	129	152	218	7
ntLink_8:9849376-9849804	Cluster_422	N	77	102	72	16	3
ntLink_8:9877150-9877731	Cluster_423	N	136	87	112	129	120
ntLink_8:9884627-9885058	Cluster_424	N	81	45	86	8	65
ntLink_8:9885992-9886421	Cluster_425	N	1	7	40	91	0
ntLink_8:9892329-9892887	Cluster_426	N	41	16	28	72	12
ntLink_8:9901727-9902475	Cluster_427	N	9091	13339	8378	6338	7269
ntLink_8:9903888-9905414	Cluster_428	N	612	420	1768	251	267
ntLink_8:9905951-9906790	Cluster_429	N	307	209	219	215	132
ntLink_8:9908739-9909922	Cluster_430	N	1022	2031	3033	11973	7001
ntLink_8:9911419-9911932	Cluster_431	N	158	48	60	62	44
ntLink_8:9912648-9913267	Cluster_432	N	151	151	158	118	84
ntLink_8:9914425-9915791	Cluster_433	N	473	191	210	340	106
ntLink_8:9921211-9921640	Cluster_434	N	42	13	93	25	28
ntLink_8:9923789-9924215	Cluster_435	N	87	53	106	56	40
ntLink_8:9924326-9924752	Cluster_436	N	90	160	54	48	8
ntLink_8:9929868-9930376	Cluster_437	N	185	85	161	71	23
ntLink_8:9935061-9935481	Cluster_438	N	42	28	44	44	25
ntLink_8:9939175-9939601	Cluster_439	N	0	1	0	87	8
ntLink_8:9944048-9945891	Cluster_440	N	476	812	816	466	409
ntLink_8:9946464-9946864	Cluster_441	N	29	46	65	27	42
ntLink_8:9951502-9951942	Cluster_442	N	80	22	60	409	76
ntLink_8:9952918-9953625	Cluster_443	N	138	124	939	204	389
ntLink_8:9954233-9954661	Cluster_444	N	36	11	94	24	58
ntLink_8:9959488-9963337	Cluster_445	N	5036	115	6460	5530	7266
ntLink_8:9967086-9969623	Cluster_446	N	886	183	626	657	469
ntLink_8:9972048-9972476	Cluster_447	N	37	37	97	16	70
ntLink_8:9972918-9973345	Cluster_448	N	8	13	110	33	9
ntLink_8:9973856-9974285	Cluster_449	N	19	7	109	11	72
ntLink_8:9974437-9974917	Cluster_450	N	55	70	99	44	37
ntLink_8:9975718-9976213	Cluster_451	N	295	1523	508	600	478
ntLink_8:9976298-9976971	Cluster_452	N	20	85	208	296	107
ntLink_8:9978862-9979302	Cluster_453	N	0	3	25	355	10
ntLink_8:9981553-9981972	Cluster_454	N	25	18	73	31	42
ntLink_8:9982087-9983082	Cluster_455	N	249	196	543	338	216
ntLink_8:9983322-9983934	Cluster_456	N	69	69	139	61	94
ntLink_8:9984751-9986678	Cluster_457	N	309	49803	3171	184	159
ntLink_8:9986695-9987791	Cluster_458	N	377	327	577	275	299
ntLink_8:9988305-9988927	Cluster_459	N	72	50	198	46	65
ntLink_8:9989198-9989608	Cluster_460	N	68	50	97	35	40
ntLink_8:9989767-9991141	Cluster_461	N	1170	516	1900	102	147
ntLink_8:9991247-9991678	Cluster_462	N	97	47	188	11	250
ntLink_8:9991988-9992922	Cluster_463	N	732	330	532	69	81
ntLink_8:9997925-9998341	Cluster_464	N	58	38	77	68	22
ntLink_8:10000854-10001283	Cluster_465	N	83	53	110	51	36
ntLink_8:10003482-10003911	Cluster_466	N	1879	50	66	30	20
ntLink_8:10004376-10005926	Cluster_467	N	401	267	564	456	250
ntLink_8:10005991-10008182	Cluster_468	N	4944	6510	5492	5728	5356
ntLink_8:10013008-10013437	Cluster_469	N	26	56	415	297	13
ntLink_8:10018642-10019069	Cluster_470	N	27	5	4	102	7
ntLink_8:10100269-10100687	Cluster_471	N	23	11	43	2	46
ntLink_8:11423658-11424107	Cluster_472	N	261	1	0	0	0
ntLink_8:11425508-11426106	Cluster_473	N	1	2	503	1	449
ntLink_8:11427615-11428043	Cluster_474	N	3	0	22	0	191
ntLink_8:11430360-11430787	Cluster_475	N	0	0	0	135	2
ntLink_8:11431172-11431597	Cluster_476	N	1	1	4	140	0
ntLink_8:11432170-11432650	Cluster_477	N	138	22	303	1866	2534
ntLink_8:11509074-11509625	Cluster_478	N	948	814	372	620	880
ntLink_8:11558993-11559422	Cluster_479	N	0	157	0	0	2
ntLink_8:11564818-11565244	Cluster_480	N	15	0	87	1	1
ntLink_8:11571030-11571577	Cluster_481	N	89	289	1085	78	134
ntLink_8:11575510-11575938	Cluster_482	N	123	13	0	69	143
ntLink_8:11604602-11605294	Cluster_483	N	1958	89	61	1	60
ntLink_8:11605521-11606408	Cluster_484	N	178	93	31	162	423
ntLink_8:11613001-11613421	Cluster_485	N	24	10	147	8	0
ntLink_8:11615464-11615902	Cluster_486	N	128	1	721	1	1
ntLink_8:11659761-11660190	Cluster_487	N	2	3	7	107	0
ntLink_8:11685181-11685612	Cluster_488	N	0	134	0	97	625
ntLink_8:11776207-11776633	Cluster_489	N	20	71	17	0	4
ntLink_8:11893661-11894118	Cluster_490	N	5155	5384	10764	7755	378
ntLink_8:11897884-11898380	Cluster_491	N	3	3	3	880	2
ntLink_8:11899094-11899524	Cluster_492	N	20	129	65	160	677
ntLink_8:11901242-11902093	Cluster_493	N	3736	2694	2157	1716	3114
ntLink_8:11902500-11902989	Cluster_494	N	466	11	381	27	10
ntLink_8:11956202-11956629	Cluster_495	N	53	25	220	23	37
ntLink_8:11958831-11959730	Cluster_496	N	216	368	136	73	142
ntLink_8:11960047-11960585	Cluster_497	N	192	87	166	30	269
ntLink_8:11961046-11961499	Cluster_498	N	335	22	177	143	356
ntLink_8:11961776-11962716	Cluster_499	N	379	180	156	73	142
ntLink_8:11962795-11963224	Cluster_500	N	213	70	62	20	60
ntLink_8:11963502-11964600	Cluster_501	N	580	483	365	46	1848
ntLink_8:11966377-11967203	Cluster_502	N	658	408	255	434	329
ntLink_8:11968212-11968779	Cluster_503	N	150	87	13	9	49
ntLink_8:11969516-11969957	Cluster_504	N	334	609	176	293	231
ntLink_8:11970843-11971272	Cluster_505	N	318	8	4	0	6
ntLink_8:11973770-11978081	Cluster_506	N	3793	1197	1252	1593	3784
ntLink_8:11980071-11980502	Cluster_507	N	273	6	5	3	2
ntLink_8:12059916-12060373	Cluster_508	N	5138	5394	10768	7748	379
ntLink_8:12064151-12064581	Cluster_509	N	4	4	1	769	1
ntLink_8:12065361-12065791	Cluster_510	N	18	129	66	168	682
ntLink_8:12067509-12068361	Cluster_511	N	3752	2702	2157	1719	3094
ntLink_8:12068767-12069340	Cluster_512	N	417	2795	375	1795	2076
ntLink_8:12119474-12121618	Cluster_513	N	237	2745	423	4391	2250
ntLink_8:12122866-12123398	Cluster_514	N	27	138	287	96	92
ntLink_8:12123691-12124649	Cluster_515	N	141	842	1031	279	263
ntLink_8:12124952-12125378	Cluster_516	N	1	175	167	79	66
ntLink_8:12126160-12127250	Cluster_517	N	139	450	576	195	1495
ntLink_8:12129619-12130051	Cluster_518	N	10	78	490	184	278
ntLink_8:12134063-12134615	Cluster_519	N	92	248	128	523	83
ntLink_8:12136927-12137570	Cluster_520	N	90	60	95	6228	37
ntLink_8:12137664-12138087	Cluster_521	N	51	75	129	81	37
ntLink_8:12139645-12140073	Cluster_522	N	17	27	73	45	67
ntLink_8:12141822-12142263	Cluster_523	N	26	86	172	639	11
ntLink_8:12146097-12146726	Cluster_524	N	113	62	195	46	89
ntLink_8:12147412-12148875	Cluster_525	N	359	459	871	395	317
ntLink_8:12149988-12150467	Cluster_526	N	29	67	25	60	52
ntLink_8:12162731-12163328	Cluster_527	N	148	98	144	57	81
ntLink_8:12163461-12164385	Cluster_528	N	272	115	426	462	247
ntLink_8:12164481-12164909	Cluster_529	N	63	64	94	128	37
ntLink_8:12165081-12165508	Cluster_530	N	2	42	91	48	59
ntLink_8:12166433-12167135	Cluster_531	N	152	213	321	136	88
ntLink_8:12168634-12169043	Cluster_532	N	8	63	81	13	27
ntLink_8:12169738-12170398	Cluster_533	N	120	249	221	145	128
ntLink_8:12170594-12171121	Cluster_534	N	1660	1783	84	303	34
ntLink_8:12174517-12175258	Cluster_535	N	0	80	142	93	84
ntLink_8:12176517-12177020	Cluster_536	N	68	64	179	90	77
ntLink_8:12177621-12179544	Cluster_537	N	298	1194	2137	1161	1984
ntLink_8:12180526-12180953	Cluster_538	N	24	33	113	58	10
ntLink_8:12181442-12182160	Cluster_539	N	1	25	881	523	880
ntLink_8:12182316-12183000	Cluster_540	N	21	125	8803	3515	5127
ntLink_8:12188737-12189500	Cluster_541	N	18	53	165	97	226
ntLink_8:12190557-12192124	Cluster_542	N	18	192	5306	93	72
ntLink_8:12201849-12202276	Cluster_543	N	11	85	136	76	24
ntLink_8:12202347-12203276	Cluster_544	N	4	1243	1110	665	71
ntLink_8:12203614-12204061	Cluster_545	N	0	72	227	25	18
ntLink_8:12204548-12205088	Cluster_546	N	39	274	379	434	153
ntLink_8:12205330-12205757	Cluster_547	N	3	41	101	54	6
ntLink_8:12207438-12208922	Cluster_548	N	56	635	1057	485	155
ntLink_8:12209184-12209871	Cluster_549	N	0	85	1033	126	47
ntLink_8:12212441-12213824	Cluster_550	N	12	319	5569	5810	1229
ntLink_8:12220319-12220845	Cluster_551	N	1	4112	82	30	287
ntLink_8:12220896-12221915	Cluster_552	N	1	1049	500	1462	751
ntLink_8:12222218-12222771	Cluster_553	N	596	377	497	849	925
ntLink_8:12227980-12228408	Cluster_554	N	6	85	122	61	55
ntLink_8:12229188-12229903	Cluster_555	N	28	302	199	107	326
ntLink_8:12229908-12230613	Cluster_556	N	67	398	379	184	537
ntLink_8:12231455-12231975	Cluster_557	N	28	122	167	49	72
ntLink_8:12258010-12258640	Cluster_558	N	51	11	524	11	8
ntLink_8:12258826-12259997	Cluster_559	N	14536	293	147320	601	319
ntLink_8:12260288-12260749	Cluster_560	N	500	36	365	185	231
ntLink_8:12261868-12262622	Cluster_561	N	747	130	359	170	70
ntLink_8:12262772-12263195	Cluster_562	N	123	17	67	19	10
ntLink_8:12263379-12264683	Cluster_563	N	5697	110	838	113	79
ntLink_8:12264924-12265438	Cluster_564	N	43	52	251	56	38
ntLink_8:12270656-12271083	Cluster_565	N	109	18	93	28	10
ntLink_8:12271267-12274134	Cluster_566	N	894	481	13042	514	269
ntLink_8:12275543-12275957	Cluster_567	N	29	59	58	17	24
ntLink_8:12277353-12278038	Cluster_568	N	40	60	345	43	27
ntLink_8:12280696-12281124	Cluster_569	N	59	63	53	30	30
ntLink_8:12285801-12286615	Cluster_570	N	108	31	11	121	546
ntLink_8:12287065-12287492	Cluster_571	N	92	25	6	47	101
ntLink_8:12287786-12289484	Cluster_572	N	6662	3683	15181	11330	20030
ntLink_8:12296165-12296593	Cluster_573	N	0	434	588	7	0
ntLink_8:12305157-12305832	Cluster_574	N	98	176	274	121	82
ntLink_8:12306850-12307267	Cluster_575	N	26	101	66	24	27
ntLink_8:12307604-12308025	Cluster_576	N	53	65	76	41	33
ntLink_8:12308357-12309023	Cluster_577	N	366	364	89	35	94
ntLink_8:12309843-12310606	Cluster_578	N	22	99	140	33	15
ntLink_8:12313249-12313816	Cluster_579	N	22	91	220	1127	157
ntLink_8:12316641-12317069	Cluster_580	N	0	220	78	40	87
ntLink_8:12317392-12318249	Cluster_581	N	91	104	181	233	197
ntLink_8:12318490-12318908	Cluster_582	N	0	34	52	16	48
ntLink_8:12319788-12320737	Cluster_583	N	71	8359	2069	4296	1122
ntLink_8:12324140-12324756	Cluster_584	N	1	192	437	260	617
ntLink_8:12327106-12327857	Cluster_585	N	11	1037	118	58	104
ntLink_8:12330931-12331445	Cluster_586	N	16	87	231	44	113
ntLink_8:12331450-12332479	Cluster_587	N	19	91	577	80	75
ntLink_8:12336112-12337289	Cluster_588	N	191	654	406	138	214
ntLink_8:12337705-12338592	Cluster_589	N	130	159	405	259	393
ntLink_8:12341156-12341629	Cluster_590	N	13	3965	827	756	245
ntLink_8:12342616-12343076	Cluster_591	N	71	50	112	29	22
ntLink_8:12343318-12343741	Cluster_592	N	1	7	24	4	75
ntLink_8:12345828-12346921	Cluster_593	N	266	1040	4297	384	378
ntLink_8:12348377-12350497	Cluster_594	N	5084	6671	8686	5514	5407
ntLink_8:12351249-12353117	Cluster_595	N	1329	987	3524	2996	173
ntLink_8:12353351-12354054	Cluster_596	N	9	456	935	467	563
ntLink_8:12354110-12355532	Cluster_597	N	78	443	675	481	552
ntLink_8:12355750-12356518	Cluster_598	N	23	180	488	269	266
ntLink_8:12356634-12357294	Cluster_599	N	4	196	408	248	444
ntLink_8:12357449-12358835	Cluster_600	N	23	954	494	350	1293
ntLink_8:12358864-12359920	Cluster_601	N	965	416	1403	465	76
ntLink_8:12363590-12364400	Cluster_602	N	32	65	77	97	294
ntLink_8:12375984-12377717	Cluster_603	N	11	12	4486	2936	3034
ntLink_8:12383413-12383861	Cluster_604	N	9	118	1	237	11
ntLink_8:12385877-12386364	Cluster_605	N	0	1	482	1503	8
ntLink_8:12401463-12401892	Cluster_606	N	184	12	19	0	0
ntLink_8:12402041-12405391	Cluster_607	N	4599	1550	1384	730	694
ntLink_8:12405496-12406479	Cluster_608	N	235	507	623	416	314
ntLink_8:12406630-12407046	Cluster_609	N	33	48	39	17	18
ntLink_8:12407334-12407867	Cluster_610	N	6584	59	91	69	20
ntLink_8:12411913-12412536	Cluster_611	N	10	206	367	74	103
ntLink_8:12413695-12414124	Cluster_612	N	9	5	24	142	4
ntLink_8:12421336-12421765	Cluster_613	N	268	3	6	5	2
ntLink_8:12422295-12422723	Cluster_614	N	476	20	21	11	15
ntLink_8:12424565-12425081	Cluster_615	N	23	353	271	161	92
ntLink_8:12425893-12426328	Cluster_616	N	3	269	133	161	14
ntLink_8:12426648-12427137	Cluster_617	N	4	12	5	33	1664
ntLink_8:12430114-12430645	Cluster_618	N	15	72	268	79	24
ntLink_8:12432137-12432563	Cluster_619	N	22	65	130	50	18
ntLink_8:12436371-12436937	Cluster_620	N	10	409	548	579	366
ntLink_8:12440600-12441023	Cluster_621	N	57	12	46	10	6
ntLink_8:12442109-12442538	Cluster_622	N	0	21	34	150	38
ntLink_8:12456240-12456668	Cluster_623	N	243	35	30	17	4
ntLink_8:12465728-12466179	Cluster_624	N	3	37	78	153	78
ntLink_8:12466416-12467563	Cluster_625	N	718	2245	8599	13423	490
ntLink_8:12467739-12468275	Cluster_626	N	158	140	283	329	103
ntLink_8:12475125-12475548	Cluster_627	N	33	42	79	36	28
ntLink_8:12477562-12478387	Cluster_628	N	401	866	2058	4153	2115
ntLink_8:12478432-12478987	Cluster_629	N	1540	1307	1471	1214	85
ntLink_8:12479253-12479682	Cluster_630	N	47	57	103	32	29
ntLink_8:12479755-12480183	Cluster_631	N	86	102	102	38	15
ntLink_8:12480258-12480895	Cluster_632	N	174	202	233	148	95
ntLink_8:12481172-12481599	Cluster_633	N	30	39	102	33	24
ntLink_8:12481664-12482091	Cluster_634	N	45	62	64	57	46
ntLink_8:12482227-12482655	Cluster_635	N	66	44	53	40	23
ntLink_8:12489683-12490111	Cluster_636	N	28	40	27	22	191
ntLink_8:12498071-12498499	Cluster_637	N	2	52	53	10	4
ntLink_8:12507340-12507800	Cluster_638	N	52	96	158	247	110
ntLink_8:12508039-12508466	Cluster_639	N	6	14	234	14	11
ntLink_8:12509694-12510116	Cluster_640	N	65	41	37	36	1
ntLink_8:12510491-12510911	Cluster_641	N	29	31	51	26	17
ntLink_8:12511449-12511877	Cluster_642	N	39	209	48	110	65
ntLink_8:12513085-12513587	Cluster_643	N	159	165	258	90	116
ntLink_8:12513945-12514376	Cluster_644	N	32	45	219	293	263
ntLink_8:12519418-12520534	Cluster_645	N	206	377	1125	626	362
ntLink_8:12522400-12522828	Cluster_646	N	14	72	232	8	18
ntLink_8:12523339-12523767	Cluster_647	N	51	41	75	0	23
ntLink_8:12551876-12552377	Cluster_648	N	1	330	17	5	75
ntLink_8:12553494-12553920	Cluster_649	N	49	43	26	30	0
ntLink_8:12554285-12554712	Cluster_650	N	2	63	31	33	25
ntLink_8:12556136-12556564	Cluster_651	N	19	1	40	0	41
ntLink_8:12558598-12559170	Cluster_652	N	79	1	139	50	45
ntLink_8:12560689-12561118	Cluster_653	N	31	4	122	18	14
ntLink_8:12579044-12579622	Cluster_654	N	38	5	39	162	21
ntLink_8:12580018-12580485	Cluster_655	N	38	6	330	3	58
ntLink_8:12581207-12581634	Cluster_656	N	51	6	122	0	76
ntLink_8:12582692-12583117	Cluster_657	N	41	46	97	28	50
ntLink_8:12587522-12588208	Cluster_658	N	24	217	554	112	119
ntLink_8:12601447-12602063	Cluster_659	N	3	1048	11	5	541
ntLink_8:12602193-12602634	Cluster_660	N	0	935	0	0	102
ntLink_8:12603210-12603639	Cluster_661	N	2	534	0	0	144
ntLink_8:12625216-12625644	Cluster_662	N	75	1	0	4	70
ntLink_8:12632624-12633816	Cluster_663	N	51	283	1433	414	76
ntLink_8:12633944-12635849	Cluster_664	N	430	568	4516	153	752
ntLink_8:12640754-12641183	Cluster_665	N	0	9	437	1	1
ntLink_8:12654618-12655042	Cluster_666	N	8	14	186	6	3
ntLink_8:12658562-12659230	Cluster_667	N	401	16	286	555	127
ntLink_8:12668299-12668722	Cluster_668	N	0	70	73	71	22
ntLink_8:12671208-12671636	Cluster_669	N	0	312	31	13	0
ntLink_8:12734698-12735130	Cluster_670	N	18	349	34	770	301
ntLink_8:12735703-12736242	Cluster_671	N	84	313	383	266	127
ntLink_8:12796064-12796491	Cluster_672	N	2	64	2	28	487
ntLink_8:12798091-12798495	Cluster_673	N	27	4	40	4	73
ntLink_8:12800444-12801005	Cluster_674	N	123	1	50	58	2
ntLink_8:12801077-12801500	Cluster_675	N	187	1	29	1	3
ntLink_8:12802976-12803405	Cluster_676	N	150	2	216	0	0
ntLink_8:12805829-12806259	Cluster_677	N	82	3	192	36	7
ntLink_8:12806708-12807134	Cluster_678	N	10	0	34	61	0
ntLink_8:12829371-12829798	Cluster_679	N	1	5	413	13	5
ntLink_8:12831804-12832234	Cluster_680	N	166	4	88	26	2
ntLink_8:12869532-12869957	Cluster_681	N	0	94	0	0	0
ntLink_8:12903820-12904253	Cluster_682	N	5	0	235	284	246
ntLink_8:12907595-12908018	Cluster_683	N	61	40	54	3	60
ntLink_8:12936107-12936677	Cluster_684	N	27	26	32	120	1099
ntLink_8:12942851-12943290	Cluster_685	N	66	4	14	0	210
ntLink_8:12943956-12944527	Cluster_686	N	109	123	154	206	1
ntLink_8:12947020-12947601	Cluster_687	N	100	183	427	267	363
ntLink_8:12955714-12956142	Cluster_688	N	12	1	1	1	89
ntLink_8:12984204-12984635	Cluster_689	N	0	0	0	430	14
ntLink_8:12984938-12985367	Cluster_690	N	1	0	2	184	64
ntLink_8:13001753-13002322	Cluster_691	N	1	915	2151	4490	1629
ntLink_8:13011078-13011774	Cluster_692	N	125	30	102	105	101
ntLink_8:13023601-13024027	Cluster_693	N	0	78	23	0	0
ntLink_8:13101916-13102334	Cluster_694	N	15	16	92	11	1
ntLink_8:13102919-13103372	Cluster_695	N	1	28	216	22	13
ntLink_8:13104109-13104572	Cluster_696	N	190	2	213	50	92
ntLink_8:13142988-13143543	Cluster_697	N	1	214	0	96	57
ntLink_8:13316511-13316938	Cluster_698	N	15	18	138	50	6
ntLink_8:13355098-13355682	Cluster_699	N	9	308	197	255	372
ntLink_8:13378217-13379709	Cluster_700	N	3322	322	1688	5	71
ntLink_8:13379721-13380501	Cluster_701	N	1847	60	2859	7	8
ntLink_8:13408931-13409355	Cluster_702	N	0	0	94	1	0
ntLink_8:13409692-13410161	Cluster_703	N	131	317	5	34	4
ntLink_8:13479053-13479474	Cluster_704	N	27	32	58	46	29
ntLink_8:13484302-13484770	Cluster_705	N	446	0	32	30	159
ntLink_8:13555675-13556103	Cluster_706	N	17	248	37	0	1
ntLink_8:13556513-13556941	Cluster_707	N	49	1	146	0	4
ntLink_8:13578462-13578898	Cluster_708	N	390	2	11	2	147
ntLink_8:13583449-13583853	Cluster_709	N	99	4	51	0	15
ntLink_8:13597444-13597853	Cluster_710	N	10	27	17	63	30
ntLink_8:13621093-13621519	Cluster_711	N	0	0	0	100	0
ntLink_8:13624346-13624774	Cluster_712	N	110	16	191	49	11
ntLink_8:13647635-13648064	Cluster_713	N	1	5	8	789	18
ntLink_8:13654057-13654484	Cluster_714	N	75	140	66	33	25
ntLink_8:13659146-13660425	Cluster_715	N	5610	4102	13839	20645	4563
ntLink_8:13695512-13696047	Cluster_716	N	10	4	31	157	20
ntLink_8:13703941-13704372	Cluster_717	N	13	117	120	23	15
ntLink_8:13769404-13769836	Cluster_718	N	226	132	193	162	38
ntLink_8:13770106-13770531	Cluster_719	N	10	71	32	2	7
ntLink_8:13792459-13792877	Cluster_720	N	79	123	30	11	1
ntLink_8:13854014-13854443	Cluster_721	N	47	103	289	27	17
ntLink_8:13867407-13867917	Cluster_722	N	1024	10	5	2	353
ntLink_8:13875220-13875902	Cluster_723	N	46	1	58	93	0
ntLink_8:13895942-13896369	Cluster_724	N	154	0	0	37	3
ntLink_8:13917103-13917577	Cluster_725	N	955	393	26	3121	683
ntLink_8:14020486-14021391	Cluster_726	N	94	101	302	33	27
ntLink_8:14033404-14033895	Cluster_727	N	25	30	123	102	0
ntLink_8:14037284-14037860	Cluster_728	N	2739	419	309	83	103
ntLink_8:14049018-14049727	Cluster_729	N	4	3064	4	2	9
ntLink_8:14075585-14076140	Cluster_730	N	0	0	312	455	0
ntLink_8:14077027-14077507	Cluster_731	N	74	901	304	67	15
ntLink_8:14121119-14121673	Cluster_732	N	75	195	19	38	38
ntLink_8:14202696-14203124	Cluster_733	N	102	0	1	0	0
ntLink_8:14241605-14242024	Cluster_734	N	5	1	0	226	0
ntLink_8:14293604-14294028	Cluster_735	N	23	0	26	49	0
ntLink_8:14342251-14342680	Cluster_736	N	9	115	30	11	11
ntLink_8:14368219-14368645	Cluster_737	N	56	0	1	2	101
ntLink_8:14368670-14369079	Cluster_738	N	120	0	0	2	5
ntLink_8:14369227-14369656	Cluster_739	N	9	0	0	1	189
ntLink_8:14370901-14371446	Cluster_740	N	399	775	280	568	62
ntLink_8:14381189-14381617	Cluster_741	N	0	0	5	198	6
ntLink_8:14384692-14385176	Cluster_742	N	14	159	83	26	140
ntLink_8:14393755-14394181	Cluster_743	N	0	5	73	38	0
ntLink_8:14564562-14564992	Cluster_744	N	34	15	80	2	14
ntLink_8:14579697-14580237	Cluster_745	N	290	280	321	167	402
ntLink_8:14583487-14583911	Cluster_746	N	0	123	0	1	0
ntLink_8:14715812-14716293	Cluster_747	N	191	201	482	0	11
ntLink_8:14768981-14769410	Cluster_748	N	9	124	18	0	5
ntLink_8:14774181-14774916	Cluster_749	N	348	268	827	256	58
ntLink_8:14777125-14777897	Cluster_750	N	7	440	399	202	93
ntLink_8:14778719-14779701	Cluster_751	N	107	4702	298	155	145
ntLink_8:14779859-14780287	Cluster_752	N	9	26	41	98	36
ntLink_8:14780607-14781033	Cluster_753	N	27	53	83	31	18
ntLink_8:14781206-14791990	Cluster_754	N	138021	238182	149087	172121	114917
ntLink_8:14792041-14795562	Cluster_755	N	11966	5073	3903	1792	5988
ntLink_8:14795730-14797260	Cluster_756	N	289	396	594	132	151
ntLink_8:14797522-14806641	Cluster_757	N	8479	21702	7606	4473	3378
ntLink_8:14806958-14807442	Cluster_758	N	104	135	1463	29	115
ntLink_8:14808739-14809442	Cluster_759	N	338	329	195	195	97
ntLink_8:14811092-14811520	Cluster_760	N	101	83	42	56	29
ntLink_8:14811541-14812660	Cluster_761	N	573	505	147	385	134
ntLink_8:14812759-14815466	Cluster_762	N	9126	6140	404	791	476
ntLink_8:14815631-14816705	Cluster_763	N	4517	1851	7	2155	5802
ntLink_8:14816804-14820294	Cluster_764	N	4445	2756	3	2048	1266
ntLink_8:14820458-14820966	Cluster_765	N	347	201	0	152	77
ntLink_8:14821132-14822548	Cluster_766	N	1525	1246	5	739	499
ntLink_8:14822866-14823443	Cluster_767	N	197	179	2	122	79
ntLink_8:14824676-14825381	Cluster_768	N	1150	39	4	41	270
ntLink_8:14833795-14834211	Cluster_769	N	2	9	166	0	0
ntLink_8:14834549-14835006	Cluster_770	N	6	80	411	3	1
ntLink_8:14857052-14857462	Cluster_771	N	61	52	41	34	24
ntLink_8:14857977-14858389	Cluster_772	N	70	73	46	40	62
ntLink_8:14868087-14869567	Cluster_773	N	497	2073	14646	32	846
ntLink_8:14871028-14871453	Cluster_774	N	1	144	9	0	4
ntLink_8:14878247-14878673	Cluster_775	N	70	51	63	3	8
ntLink_8:14878770-14879279	Cluster_776	N	27	52	147	0	9
ntLink_8:14879384-14879927	Cluster_777	N	97	148	417	0	61
ntLink_8:14880719-14881147	Cluster_778	N	128	63	116	0	56
