transcript_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_035153-T1,6517,3162,3822,4584,4528
FUN_017819-T1,169,120,114,103,28
FUN_025301-T1,105,28,14,21,37
FUN_020046-T1,0,0,0,0,0
FUN_015729-T1,14,0,0,0,0
FUN_018863-T1,0,0,42,0,0
FUN_015697-T1,0,0,0,6,40
FUN_032772-T1,2364,1160,684,982,1029
FUN_042435-T1,16,2,131,12,287
FUN_008236-T1,1267,858,535,825,520
FUN_038578-T1,33,0,0,44,25
FUN_030047-T1,1,7,0,23,0
FUN_019904-T1,0,0,0,0,1
FUN_015354-T1,0,0,0,0,22
FUN_041650-T1,3794,2756,1824,3747,2651
FUN_005142-T1,142,26,38,255,66
FUN_015300-T1,2045,1257,1128,1783,1417
FUN_009228-T1,26,1026,1033,1457,0
FUN_035863-T1,822,1288,686,1076,2594
FUN_018224-T1,0,0,0,0,0
FUN_013264-T1,4,0,0,89,29
FUN_015839-T1,0,0,0,0,0
FUN_009653-T1,4152,4747,2805,3219,2100
FUN_005302-T1,190,184,80,183,157
FUN_026488-T1,3708,1715,1687,3663,1360
FUN_007848-T1,1067,1041,629,1169,844
FUN_014692-T1,0,8,3,0,0
FUN_039007-T1,14,0,6,0,62
FUN_038466-T1,235,121,117,256,290
FUN_011919-T1,1366,1564,953,1166,555
FUN_041319-T1,0,0,0,0,0
FUN_029202-T1,305,62,105,210,156
FUN_031529-T1,109,22,74,140,47
FUN_009309-T1,1062,1127,315,338,307
FUN_020926-T1,0,0,0,0,0
FUN_028011-T1,741,1069,77,245,113
FUN_037421-T1,1185,1072,986,1302,1077
FUN_012257-T1,2699,1261,810,1199,1484
FUN_044294-T1,0,0,2,0,8
FUN_020430-T1,0,0,0,0,0
FUN_032935-T1,132,62,65,49,14
FUN_022207-T1,0,2,38,3,146
FUN_012298-T1,1440,742,628,1088,627
FUN_008578-T1,688,427,246,555,434
FUN_022496-T1,40,0,30,10,177
FUN_035262-T1,2284,2109,1240,2117,791
FUN_036980-T1,942,747,490,965,938
FUN_009384-T1,4,9,0,44,26
FUN_000687-T1,0,0,0,1,0
FUN_027856-T1,0,0,0,0,15
FUN_043108-T1,202,187,198,224,171
FUN_000320-T1,2625,899,1181,1839,2621
FUN_040914-T1,0,0,36,0,50
FUN_010278-T1,0,0,0,0,0
FUN_020008-T1,10,0,0,0,0
FUN_001804-T1,1264,2520,942,1839,1108
FUN_025809-T1,2038,1272,1138,4455,3719
FUN_008235-T1,387,267,145,260,281
FUN_030637-T1,0,0,0,0,0
FUN_044286-T1,0,0,0,0,5
FUN_025166-T1,0,0,0,0,0
FUN_033728-T1,2,460,103,6,0
FUN_001123-T1,14,33,433,998,120
FUN_008377-T1,2849,63,13356,7351,399
FUN_005753-T1,3001,2111,1536,2635,2879
FUN_019654-T1,0,0,0,0,0
FUN_031630-T1,1105,876,425,838,356
FUN_030938-T1,0,0,0,0,8
FUN_012470-T1,397,734,119,387,372
FUN_042748-T1,0,0,4,0,2
FUN_014001-T1,0,0,1,0,0
FUN_021556-T1,0,0,1,0,0
FUN_014872-T1,0,0,0,0,0
FUN_024982-T1,0,0,0,0,2
FUN_026528-T1,1236,856,536,873,803
FUN_035624-T1,523,331,125,321,411
FUN_002057-T1,0,0,0,0,0
FUN_043909-T1,37,3,3,378,28
FUN_024474-T1,867,1013,325,571,471
FUN_002521-T1,0,0,6,0,0
FUN_027208-T1,0,0,1,73,0
FUN_005945-T1,0,38,9,15,0
FUN_014885-T1,683,899,659,620,429
FUN_002357-T1,418,306,225,505,471
FUN_020297-T1,0,0,0,0,0
FUN_004817-T1,285,921,180,602,582
FUN_005727-T1,0,0,0,0,9
FUN_009230-T1,29,36,25,59,32
FUN_004609-T1,328,6,22,4,81
FUN_043371-T1,838,162,46,1182,210
FUN_020808-T1,3,0,1,0,101
FUN_008748-T1,148,32,88,41,102
FUN_033597-T1,0,0,0,0,0
FUN_007773-T1,351,463,178,353,266
FUN_008809-T1,0,0,20,0,0
FUN_010395-T1,0,0,0,0,0
FUN_039722-T1,0,0,0,0,0
FUN_021420-T1,0,0,0,0,0
FUN_007950-T1,765,893,418,483,521
FUN_030835-T1,0,0,0,0,0
FUN_024454-T1,7636,5415,3056,5312,3464
FUN_000295-T1,618,351,504,999,728
FUN_014335-T1,0,0,1,0,0
FUN_019760-T1,36,24,46,89,23
FUN_024226-T1,114,169,41,126,56
FUN_013824-T1,0,0,0,0,0
FUN_008521-T1,6503,4972,3704,4921,3073
FUN_010235-T1,0,2,11,3,48
FUN_003410-T1,1,0,0,0,4
FUN_024186-T1,896,286,521,603,1124
FUN_038107-T1,1,1,6,1,1
FUN_016845-T1,0,0,0,0,0
FUN_001050-T1,162,86,128,199,251
FUN_007949-T1,3843,5209,2834,2999,2158
FUN_031701-T1,1524,2407,953,1658,1947
FUN_021462-T1,6,0,12,7,14
FUN_011932-T1,1823,877,1517,1763,1487
FUN_029752-T1,0,0,0,0,0
FUN_038634-T1,2738,2260,1917,3479,2127
FUN_007558-T1,0,0,0,0,0
FUN_029300-T1,35,46,58,55,158
FUN_014350-T1,0,0,0,0,0
FUN_011546-T1,0,0,0,0,0
FUN_029828-T1,0,0,0,0,19
FUN_014306-T1,0,0,0,3,0
FUN_012994-T1,7,5,11,0,8
FUN_040317-T1,0,0,0,0,0
FUN_025980-T1,3734,4220,1744,4677,6285
FUN_000883-T1,453,512,223,366,657
FUN_035747-T1,587,407,406,806,972
FUN_016389-T1,321,350,73,118,28
FUN_022605-T1,1405,1028,798,895,2032
FUN_030740-T1,74,65,28,88,81
FUN_041606-T1,20,11,9,22,0
FUN_013491-T1,0,3,0,0,8
FUN_003477-T1,3612,1735,2991,6155,8291
FUN_010809-T1,232,216,140,116,185
FUN_013639-T1,146,127,61,223,154
FUN_044307-T1,0,0,0,0,0
FUN_027038-T1,0,0,0,0,19
FUN_015951-T1,0,0,0,0,0
FUN_026427-T1,0,0,0,0,1
FUN_003024-T1,0,0,0,0,0
FUN_024085-T1,0,23,0,10,0
FUN_019530-T1,0,0,0,0,10
FUN_012425-T1,0,74,0,26,0
FUN_039017-T1,0,0,0,0,0
FUN_028365-T1,1013,703,401,2119,216
FUN_022891-T1,17,67,22,19,92
FUN_036631-T1,0,0,0,0,0
FUN_038898-T1,0,0,0,0,0
FUN_027697-T1,0,0,0,0,0
FUN_003694-T1,7446,3688,1588,2985,792
FUN_019355-T1,0,0,0,0,0
FUN_025018-T1,0,0,0,0,0
FUN_030290-T1,5,0,5,1,23
FUN_016497-T1,0,0,7,0,0
FUN_044173-T1,5,8,40,43,234
FUN_010481-T1,0,5,0,0,0
FUN_030525-T1,0,0,0,0,0
FUN_028878-T1,0,0,0,0,0
FUN_009689-T1,0,0,0,0,0
FUN_037113-T1,423,0,25,0,0
FUN_013045-T1,0,0,0,0,0
FUN_040721-T1,0,0,6,0,0
FUN_014039-T1,16,26,10,51,27
FUN_042954-T1,289,43,56,39,76
FUN_007368-T1,0,0,0,0,1
FUN_016099-T1,264,72,90,207,149
FUN_012305-T1,3267,2019,1038,2497,1877
FUN_016108-T1,0,0,0,0,0
FUN_019279-T1,0,0,0,0,0
FUN_018164-T1,36,0,22,51,67
FUN_021116-T1,0,0,3,0,13
FUN_041448-T1,0,0,0,0,0
FUN_024803-T1,7,8,47,13,13
FUN_020603-T1,0,0,0,23,10
FUN_042781-T1,123,255,213,231,620
FUN_019669-T1,0,0,0,4,14
FUN_015478-T1,891,601,149,741,351
FUN_006199-T1,296,1767,281,1067,1088
FUN_001412-T1,2028,3791,2716,2292,1506
FUN_028926-T1,0,0,6,0,0
FUN_009421-T1,38,6,43,42,143
FUN_004448-T1,1563,1055,932,1239,1323
FUN_037261-T1,0,0,0,0,0
FUN_032277-T1,13184,19450,13285,23754,15863
FUN_003224-T1,0,0,0,0,0
FUN_042508-T1,0,0,0,0,0
FUN_001605-T1,1173,416,738,674,413
FUN_002268-T1,0,0,0,0,2
FUN_026415-T1,935,430,564,1149,990
FUN_018892-T1,0,0,0,0,0
FUN_004018-T1,40,18,12,46,17
FUN_020015-T1,0,0,0,0,1
FUN_010459-T1,0,0,0,0,0
FUN_023215-T1,116,8,44,76,24
FUN_020448-T1,0,0,0,0,0
FUN_037797-T1,12,0,18,7,16
FUN_032760-T1,85,112,136,429,53
FUN_019256-T1,0,0,0,0,0
FUN_035836-T1,76,122,19,88,44
FUN_003278-T1,0,0,0,0,0
FUN_016500-T1,1710,374,611,467,585
FUN_043265-T1,116,104,91,127,125
FUN_040855-T1,29,7,8,12,30
FUN_038112-T1,0,178,84,0,0
FUN_036728-T1,0,0,0,0,0
FUN_000060-T1,0,0,0,0,1
FUN_041077-T1,0,0,0,0,0
FUN_018764-T1,1839,1987,1041,0,2252
FUN_023872-T1,274,265,306,251,408
FUN_029542-T1,802,141,315,856,536
FUN_015979-T1,179,657,203,625,480
FUN_029880-T1,820,666,273,679,318
FUN_018639-T1,0,1,0,0,0
FUN_020615-T1,0,0,0,41,6
FUN_026687-T1,656,257,169,316,105
FUN_000648-T1,0,0,0,0,0
FUN_032507-T1,23,53,0,30,112
FUN_001437-T1,20,6,0,0,0
FUN_018323-T1,163,14,61,61,81
FUN_026648-T1,0,0,0,0,0
FUN_020243-T1,0,0,0,0,0
FUN_016856-T1,0,0,0,0,2
FUN_029473-T1,586,262,189,419,263
FUN_031150-T1,0,0,0,0,0
FUN_024689-T1,21,0,0,0,24
FUN_030764-T1,1,1,0,0,1
FUN_014480-T1,54928,68094,55296,63168,43197
FUN_025191-T1,0,0,0,0,3
FUN_016734-T1,10,4,0,4,0
FUN_004568-T1,6232,3479,2554,6183,6912
FUN_001773-T1,20,22,29,38,25
FUN_027682-T1,0,0,0,0,0
FUN_001443-T1,8,223,3,1,7
FUN_000336-T1,234,158,129,341,123
FUN_001843-T1,2,56,13,62,16
FUN_034193-T1,199,113,40,109,200
FUN_011451-T1,2,0,0,0,0
FUN_007549-T1,1,1,0,0,0
FUN_020701-T1,1,0,1,0,0
FUN_023693-T1,64,0,78,84,48
FUN_002225-T1,0,0,0,0,8
FUN_008552-T1,538,1041,461,908,260
FUN_044053-T1,4,5,17,2,106
FUN_016666-T1,811,76,47,101,494
FUN_031440-T1,72,15,30,140,170
FUN_038502-T1,10476,6765,4610,8111,3932
FUN_018409-T1,112,115,35,272,258
FUN_036648-T1,0,0,0,0,0
FUN_043787-T1,0,0,0,0,0
FUN_020312-T1,0,0,0,0,0
FUN_012086-T1,7,19,0,30,31
FUN_002027-T1,0,0,0,0,0
FUN_034068-T1,0,4,0,1108,1417
FUN_017024-T1,0,0,0,0,0
FUN_000191-T1,8070,9711,4128,4633,5477
FUN_033212-T1,48,39,38,135,57
FUN_034264-T1,1648,4157,1598,1939,909
FUN_026170-T1,59,0,0,0,0
FUN_028355-T1,0,0,0,342,0
FUN_034930-T1,2342,2308,1471,1913,1096
FUN_025204-T1,0,0,0,0,0
FUN_019061-T1,38,0,32,15,65
FUN_024705-T1,21,0,14,31,92
FUN_004352-T1,0,0,14,0,0
FUN_001451-T1,681,311,231,649,608
FUN_031308-T1,33,13,0,15,8
FUN_011613-T1,0,0,0,0,0
FUN_035181-T1,709,643,379,700,586
FUN_038561-T1,457,115,226,453,0
FUN_033140-T1,0,0,0,0,0
FUN_000035-T1,9,13,85,37,260
FUN_017618-T1,187,178,18,1,9
FUN_012834-T1,0,0,0,0,0
FUN_009206-T1,23,167,41,18,0
FUN_030137-T1,0,0,0,0,0
FUN_018609-T1,0,0,0,0,0
FUN_034138-T1,22,37,24,23,30
FUN_009579-T1,50,0,64,15,22
FUN_014575-T1,1649,1437,757,1375,827
FUN_034972-T1,1355,563,281,516,952
FUN_005771-T1,0,0,0,0,0
FUN_009847-T1,0,0,0,0,0
FUN_025062-T1,119,188,399,900,480
FUN_002091-T1,518,630,169,1200,616
FUN_028689-T1,30,37,0,78,0
FUN_003979-T1,215,84,81,234,340
FUN_003475-T1,0,0,0,4,0
FUN_011705-T1,73,18,51,85,250
FUN_042616-T1,57,0,0,0,0
FUN_000855-T1,0,0,0,0,0
FUN_033102-T1,1,0,0,5,8
FUN_006578-T1,1437,1038,594,1356,1256
FUN_040461-T1,3,14,2,4,8
FUN_021565-T1,0,0,0,0,0
FUN_039263-T1,0,0,10,0,29
FUN_034825-T1,1724,633,5,0,0
FUN_022639-T1,3556,1556,2007,2159,1717
FUN_020944-T1,0,0,6,28,44
FUN_014323-T1,0,0,0,0,0
FUN_016793-T1,174,125,32,166,44
FUN_009903-T1,0,0,0,0,0
FUN_016942-T1,0,0,0,0,0
FUN_028246-T1,236,240,53,194,72
FUN_031802-T1,2649,2263,2395,3420,1917
FUN_022814-T1,154,121,159,319,155
FUN_014549-T1,3,0,0,4,10
FUN_019149-T1,0,0,0,0,0
FUN_018002-T1,0,0,19,0,28
FUN_036787-T1,0,0,0,0,0
FUN_013926-T1,0,0,0,0,0
FUN_005453-T1,34,12,0,13,46
FUN_043318-T1,1027,323,738,1297,1110
FUN_033234-T1,0,0,0,0,0
FUN_033641-T1,0,2,0,0,0
FUN_021596-T1,0,0,0,0,0
FUN_034658-T1,0,0,0,0,0
FUN_027007-T1,0,0,0,0,0
FUN_036596-T1,0,1,0,0,0
FUN_018096-T1,0,0,0,0,7
FUN_039975-T1,167,105,147,402,142
FUN_015400-T1,605,138,150,615,550
FUN_026559-T1,0,1,7,0,16
FUN_001118-T1,19622,43556,19235,18239,12830
FUN_015734-T1,0,0,0,0,0
FUN_036291-T1,0,0,0,0,0
FUN_004826-T1,113,140,77,321,173
FUN_007682-T1,0,0,0,0,0
FUN_037578-T1,301,0,185,0,181
FUN_043574-T1,2353,1898,1143,1813,1947
FUN_024599-T1,193,0,24,21,0
FUN_013967-T1,0,0,0,0,2
FUN_005848-T1,0,0,0,0,18
FUN_008303-T1,2495,4004,1579,2080,2317
FUN_002905-T1,0,5,0,0,8
FUN_022574-T1,108,129,149,294,113
FUN_042887-T1,934,2106,340,995,1864
FUN_028924-T1,202,74,86,61,171
FUN_029407-T1,3,18,23,12,35
FUN_036488-T1,0,0,0,0,0
FUN_029585-T1,0,0,0,0,9
FUN_026522-T1,160,38,259,125,66
FUN_017279-T1,6,0,0,9,5
FUN_015292-T1,5567,4890,3386,3263,2941
FUN_013955-T1,39,0,12,0,22
FUN_043011-T1,342,542,307,663,747
FUN_036296-T1,0,0,0,0,0
FUN_021451-T1,2040,1729,1229,1707,1597
FUN_035460-T1,1559,1956,768,1444,747
FUN_017491-T1,0,0,0,0,0
FUN_018132-T1,0,0,0,0,0
FUN_021125-T1,0,0,0,0,0
FUN_038555-T1,57,47,0,0,16
FUN_031827-T1,8,0,11,19,0
FUN_009122-T1,0,45,72,0,1
FUN_024757-T1,1286,1258,507,1315,965
FUN_001703-T1,0,0,0,0,6
FUN_035765-T1,2796,1985,928,991,1287
FUN_043517-T1,6947,5803,3498,5081,2721
FUN_000890-T1,0,0,0,0,0
FUN_026154-T1,717,683,311,481,277
FUN_042301-T1,0,0,0,0,0
FUN_032972-T1,210,129,187,251,226
FUN_010777-T1,0,10,0,13,0
FUN_025684-T1,800,1044,422,752,714
FUN_003025-T1,0,0,1,0,0
FUN_041028-T1,0,0,0,0,0
FUN_036947-T1,2,13,7,91,9
FUN_030827-T1,0,0,0,0,0
FUN_004311-T1,2970,3396,1556,1730,1848
FUN_018339-T1,0,0,0,0,0
FUN_031853-T1,201,129,85,51,152
FUN_041893-T1,7,5,0,0,0
FUN_008543-T1,3909,2917,1243,3725,2412
FUN_003232-T1,0,0,0,0,0
FUN_010026-T1,11,0,11,12,4
FUN_041858-T1,19,0,0,8,8
FUN_011045-T1,0,0,0,0,0
FUN_032368-T1,41,21,13,113,41
FUN_034107-T1,565,516,106,684,171
FUN_025292-T1,52,8,0,20,20
FUN_038569-T1,6458,4104,2810,5931,4310
FUN_034615-T1,0,0,0,0,10
FUN_030326-T1,0,0,0,0,1
FUN_041491-T1,14,6,25,88,18
FUN_020241-T1,0,0,0,0,0
FUN_027285-T1,496,483,287,327,332
FUN_025870-T1,210,566,122,422,228
FUN_032551-T1,3,0,0,0,0
FUN_030615-T1,0,0,0,0,0
FUN_009219-T1,43,0,0,73,23
FUN_010030-T1,12,0,0,21,0
FUN_008907-T1,6706,4735,4338,7535,6520
FUN_027578-T1,0,0,0,0,0
FUN_007576-T1,0,0,13,25,0
FUN_029831-T1,0,0,0,0,0
FUN_018106-T1,12,30,17,144,58
FUN_043382-T1,50,76,0,72,122
FUN_031319-T1,0,0,0,0,0
FUN_014128-T1,71,0,3,5,126
FUN_007597-T1,0,0,0,0,0
FUN_036128-T1,441,539,154,287,332
FUN_017234-T1,0,0,5,0,48
FUN_031105-T1,0,0,0,0,2
FUN_031841-T1,41844,42964,27546,50588,44589
FUN_037431-T1,74,12,38,67,60
FUN_013694-T1,33,0,0,31,0
FUN_025518-T1,3251,2437,1350,2520,2121
FUN_042362-T1,0,0,0,0,0
FUN_038225-T1,111,43,54,120,55
FUN_002000-T1,0,0,0,0,0
FUN_034294-T1,532,280,183,266,209
FUN_000424-T1,10,166,123,237,3
FUN_000637-T1,49053,39568,7169,30979,17170
FUN_007426-T1,0,0,0,0,0
FUN_014496-T1,3169,2790,2193,3141,2962
FUN_026798-T1,0,0,0,0,0
FUN_001599-T1,1990,1769,1099,1764,1636
FUN_000342-T1,175,33,131,457,35
FUN_012170-T1,3636,4752,2231,4230,3911
FUN_014298-T1,444,204,107,103,119
FUN_034461-T1,0,0,0,0,31
FUN_008722-T1,1117,1099,767,1558,904
FUN_016296-T1,10766,8628,7022,14050,14532
FUN_021585-T1,0,0,0,0,0
FUN_003088-T1,0,0,0,0,0
FUN_034932-T1,12,0,14,1,23
FUN_042625-T1,9,10,9,14,17
FUN_042504-T1,0,0,2,0,3
FUN_001110-T1,2213,456,812,1533,1054
FUN_032465-T1,81,89,53,220,92
FUN_043727-T1,0,0,0,0,0
FUN_027708-T1,0,3,22,0,16
FUN_030368-T1,0,0,0,0,0
FUN_034093-T1,1343,1272,700,892,869
FUN_026305-T1,7404,4901,4425,7192,5644
FUN_035266-T1,432,243,228,260,404
FUN_023202-T1,564,378,183,362,335
FUN_041824-T1,4533,3095,2628,4023,3476
FUN_025224-T1,1355,721,214,935,504
FUN_002798-T1,0,0,0,0,0
FUN_040970-T1,0,0,2,0,12
FUN_000532-T1,43,36,18,52,70
FUN_029066-T1,342,253,50,181,212
FUN_036441-T1,0,0,9,0,0
FUN_012132-T1,2663,752,1606,1908,2312
FUN_015456-T1,0,7,0,0,42
FUN_029302-T1,3,81,22,189,149
FUN_008450-T1,4837,5631,3314,7291,5461
FUN_038720-T1,15,0,43,93,27
FUN_005274-T1,65,56,76,42,39
FUN_003029-T1,0,0,0,0,0
FUN_038138-T1,303,541,81,186,198
FUN_030458-T1,0,0,2,0,5
FUN_004001-T1,65,134,45,180,83
FUN_021833-T1,0,0,0,0,0
FUN_012065-T1,17,0,0,16,85
FUN_001461-T1,390,293,212,491,659
FUN_012862-T1,0,0,0,0,0
FUN_024996-T1,0,0,0,0,2
FUN_004237-T1,84,51,53,86,78
FUN_008412-T1,220,124,135,289,87
FUN_003377-T1,0,0,17,3,31
FUN_030121-T1,2,0,0,0,1
FUN_006773-T1,399,170,153,197,158
FUN_019752-T1,0,0,0,0,0
FUN_037502-T1,571,802,524,603,556
FUN_009658-T1,0,0,0,0,0
FUN_020250-T1,0,0,0,0,0
FUN_036475-T1,21,841,0,4,6
FUN_038311-T1,88615,83778,48457,57449,23768
FUN_024027-T1,79,7,58,145,63
FUN_021431-T1,0,0,0,0,0
FUN_005066-T1,4185,4844,1791,56,2053
FUN_022816-T1,423,29,272,105,90
FUN_026511-T1,1374,1201,740,1512,1308
FUN_041558-T1,0,0,0,0,0
FUN_026418-T1,169,66,161,117,87
FUN_030726-T1,0,0,0,0,2
FUN_019567-T1,0,0,0,0,0
FUN_027853-T1,1532,1100,623,989,668
FUN_013415-T1,0,75,82,65,297
FUN_015902-T1,0,0,0,0,0
FUN_000290-T1,272,99,92,186,25
FUN_004519-T1,20,12,0,18,0
FUN_029225-T1,843,78,212,183,35
FUN_008585-T1,308,26,104,152,119
FUN_017685-T1,0,0,0,0,28
FUN_029128-T1,551,151,359,499,545
FUN_010454-T1,34,24,12,24,6
FUN_015361-T1,286,983,1030,428,275
FUN_031933-T1,246,220,91,41,71
FUN_028334-T1,0,0,0,68,0
FUN_037101-T1,0,0,0,0,0
FUN_024175-T1,296,226,157,400,425
FUN_013706-T1,0,0,0,0,0
FUN_006411-T1,527,299,377,554,762
FUN_043929-T1,0,0,0,0,0
FUN_035586-T1,0,20,0,0,0
FUN_042693-T1,0,0,0,0,2
FUN_011888-T1,0,0,0,0,0
FUN_022156-T1,0,0,1,0,0
FUN_004562-T1,6616,4617,3528,6239,4990
FUN_019114-T1,0,0,0,0,0
FUN_003718-T1,17217,15814,14131,17546,13766
FUN_039733-T1,0,0,0,3,58
FUN_037871-T1,44,61,59,74,21
FUN_036639-T1,0,0,0,0,0
FUN_036598-T1,0,0,1,0,0
FUN_004991-T1,129,52,18,466,219
FUN_006002-T1,3457,1987,2179,3434,2678
FUN_033222-T1,1919,1470,1045,1440,1950
FUN_012856-T1,24,7,11,0,0
FUN_013571-T1,261,344,134,535,231
FUN_026433-T1,21,0,40,116,14
FUN_028272-T1,673,345,287,332,249
FUN_011722-T1,14,0,0,0,16
FUN_017087-T1,0,0,0,0,1
FUN_028392-T1,17,56,65,27,27
FUN_013725-T1,6,7,0,157,0
FUN_043877-T1,2,2,4,1,29
FUN_027569-T1,0,0,0,0,0
FUN_034941-T1,236,82,109,134,241
FUN_021379-T1,0,0,0,0,0
FUN_032728-T1,35,0,151,71,83
FUN_016068-T1,452,309,306,550,266
FUN_036742-T1,0,0,0,79,0
FUN_019226-T1,0,0,0,0,1
FUN_043432-T1,372,390,368,353,515
FUN_036642-T1,0,0,0,0,0
FUN_023487-T1,20,0,0,8,105
FUN_031247-T1,0,0,0,0,0
FUN_001337-T1,7027,6383,7697,7586,4824
FUN_020672-T1,0,0,0,0,0
FUN_033131-T1,0,0,21,0,0
FUN_002420-T1,0,4,22,2,2
FUN_021884-T1,0,0,0,0,0
FUN_024240-T1,6,52,3,18,2
FUN_041447-T1,38,28,2,55,21
FUN_042728-T1,0,0,0,0,0
FUN_008260-T1,8956,8347,4901,10791,12775
FUN_025509-T1,169,94,131,130,103
FUN_004035-T1,67,0,75,108,13
FUN_037120-T1,1665,23,62,174,124
FUN_008133-T1,0,0,0,0,0
FUN_040672-T1,367,285,194,225,182
FUN_003618-T1,0,0,0,0,0
FUN_032980-T1,2044,1370,1560,3836,2507
FUN_014330-T1,0,0,0,0,0
FUN_021088-T1,184,0,133,0,481
FUN_041388-T1,0,24,4,0,29
FUN_024817-T1,10,0,0,184,168
FUN_013186-T1,0,0,0,0,0
FUN_029258-T1,1508,1217,703,1197,934
FUN_020630-T1,0,0,0,0,8
FUN_044047-T1,2,2,3,2,17
FUN_033309-T1,793,1191,480,588,541
FUN_037132-T1,30,0,0,0,4
FUN_041613-T1,34,0,5,40,0
FUN_032014-T1,467,525,291,681,368
FUN_026216-T1,521,187,197,252,392
FUN_014843-T1,3499,4298,2139,3987,4108
FUN_035387-T1,62,0,0,52,57
FUN_020150-T1,0,0,0,0,0
FUN_037332-T1,1364,744,650,1640,1254
FUN_004009-T1,13,17,12,6,28
FUN_003289-T1,0,0,0,7,0
FUN_025366-T1,499,208,172,227,321
FUN_003445-T1,0,0,0,0,0
FUN_036556-T1,260,9,188,302,4
FUN_016548-T1,0,0,0,1,0
FUN_008689-T1,0,0,0,14,0
FUN_016521-T1,0,0,0,0,0
FUN_012230-T1,3,83,23,22,0
FUN_033754-T1,21768,23068,13965,22856,13531
FUN_020746-T1,34,0,194,31,40
FUN_022967-T1,24,40,7,103,60
FUN_035898-T1,2283,1310,966,1230,1134
FUN_042585-T1,5370,2973,1934,2450,2625
FUN_015883-T1,24,0,0,13,0
FUN_042939-T1,66,250,243,0,349
FUN_008977-T1,32,71,23,24,46
FUN_000158-T1,0,0,0,0,0
FUN_004189-T1,9,53,13,10,32
FUN_011387-T1,0,0,0,0,0
FUN_000303-T1,28,187,183,118,105
FUN_016088-T1,4899,2023,1207,2005,908
FUN_014830-T1,57,32,17,102,148
FUN_043361-T1,0,0,0,15,25
FUN_005839-T1,0,0,0,0,0
FUN_035343-T1,108,52,91,51,52
FUN_030295-T1,0,0,0,0,0
FUN_040758-T1,0,0,0,0,0
FUN_007850-T1,100,54,30,133,54
FUN_018470-T1,977,645,182,582,627
FUN_033014-T1,702,504,222,765,551
FUN_014976-T1,12,13,20,10,41
FUN_026048-T1,274,105,964,1323,351
FUN_039423-T1,10,0,4,28,5
FUN_035258-T1,0,0,15,54,82
FUN_009818-T1,27673,28017,7248,14935,9668
FUN_019348-T1,0,0,0,11,0
FUN_014157-T1,0,0,0,0,0
FUN_011146-T1,0,0,0,0,0
FUN_021605-T1,0,0,0,0,0
FUN_031871-T1,0,0,0,0,0
FUN_000472-T1,41,6,8,22,8
FUN_040248-T1,352,177,178,341,415
FUN_007415-T1,0,0,1,0,2
FUN_032213-T1,143,90,53,0,198
FUN_036038-T1,290,42,17,53,31
FUN_035034-T1,3644,3770,3137,3225,3322
FUN_033187-T1,116,42,16,71,89
FUN_002135-T1,0,0,0,0,0
FUN_021068-T1,54,0,75,0,214
FUN_024924-T1,0,60,0,0,78
FUN_043702-T1,8,0,0,0,35
FUN_038362-T1,19,0,4,2,144
FUN_017221-T1,0,0,0,0,0
FUN_003154-T1,0,0,0,0,0
FUN_008452-T1,3,0,0,0,0
FUN_025743-T1,0,0,0,0,0
FUN_030514-T1,0,0,0,0,0
FUN_023679-T1,7,5,32,33,68
FUN_035797-T1,0,0,0,0,18
FUN_037384-T1,490,332,273,287,194
FUN_010016-T1,474,251,205,207,177
FUN_014019-T1,1,0,0,0,22
FUN_019587-T1,5,0,0,0,51
FUN_039355-T1,89,105,0,101,59
FUN_010148-T1,0,0,0,0,0
FUN_023671-T1,1231,2252,881,6165,2808
FUN_037841-T1,154,125,132,286,109
FUN_021636-T1,0,0,0,0,0
FUN_000816-T1,0,0,0,1,0
FUN_000225-T1,0,0,0,0,0
FUN_035057-T1,306,166,189,337,227
FUN_006867-T1,247,368,298,564,333
FUN_026202-T1,0,3,0,0,0
FUN_004551-T1,0,0,2,5,18
FUN_001195-T1,101,207,140,198,200
FUN_024432-T1,1364,8737,47,1441,161
FUN_030413-T1,0,0,1,0,6
FUN_041854-T1,1207,793,627,776,1076
FUN_025337-T1,88,158,192,105,108
FUN_018282-T1,773,146,297,447,711
FUN_026626-T1,20357,10899,10629,14173,8355
FUN_001008-T1,817,291,659,568,454
FUN_019091-T1,22,0,0,0,0
FUN_006318-T1,0,0,0,0,0
FUN_000446-T1,588,896,916,1107,261
FUN_002836-T1,126,43,57,31,215
FUN_022160-T1,0,0,6,48,13
FUN_037077-T1,3582,2968,1659,2712,2407
FUN_014183-T1,0,0,0,0,0
FUN_015217-T1,456,300,212,231,240
FUN_001473-T1,1267,697,656,804,790
FUN_011941-T1,1039,603,355,869,950
FUN_006935-T1,2438,4541,1312,1759,1275
FUN_033151-T1,1,0,0,0,1
FUN_024177-T1,12,0,0,11,9
FUN_005759-T1,0,0,0,0,0
FUN_036671-T1,0,0,0,0,0
FUN_006570-T1,101,108,42,173,89
FUN_018049-T1,41,32,218,70,134
FUN_009213-T1,18,188,60,36,27
FUN_030761-T1,0,0,0,0,0
FUN_003746-T1,0,0,0,0,0
FUN_031507-T1,1485,779,961,856,528
FUN_040435-T1,200,134,151,91,35
FUN_022997-T1,495,363,345,364,491
FUN_016184-T1,230,174,225,369,217
