Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0012680	FUN_023343-T1	Pocillopora_meandrina_HIv1___RNAseq.g17424.t1
OG0012681	FUN_023345-T1	Pocillopora_meandrina_HIv1___RNAseq.g17425.t1
OG0012682	FUN_023347-T1	Pocillopora_meandrina_HIv1___TS.g17007.t1
OG0012683	FUN_023348-T1	Pocillopora_meandrina_HIv1___RNAseq.g17429.t1
OG0012684	FUN_023351-T1	Pocillopora_meandrina_HIv1___RNAseq.g17430.t1
OG0012685	FUN_023352-T1	Pocillopora_meandrina_HIv1___RNAseq.g17431.t1
OG0012686	FUN_023353-T1	Pocillopora_meandrina_HIv1___RNAseq.g17432.t1
OG0012687	FUN_023356-T1	Pocillopora_meandrina_HIv1___RNAseq.g17434.t1
OG0012688	FUN_023360-T1	Pocillopora_meandrina_HIv1___TS.g17019.t1
OG0012689	FUN_023362-T1	Pocillopora_meandrina_HIv1___RNAseq.g17543.t1
OG0012690	FUN_023363-T1	Pocillopora_meandrina_HIv1___RNAseq.g17541.t1
OG0012691	FUN_023368-T1	Pocillopora_meandrina_HIv1___RNAseq.g17535.t1
OG0012693	FUN_023369-T2	Pocillopora_meandrina_HIv1___TS.g17121.t2
OG0012694	FUN_023370-T1	Pocillopora_meandrina_HIv1___RNAseq.g17532.t1
OG0012695	FUN_023371-T1	Pocillopora_meandrina_HIv1___RNAseq.g17531.t1
OG0012696	FUN_023372-T1	Pocillopora_meandrina_HIv1___RNAseq.g17530.t1
OG0012697	FUN_023378-T1	Pocillopora_meandrina_HIv1___RNAseq.g17524.t1
OG0012698	FUN_023381-T1	Pocillopora_meandrina_HIv1___RNAseq.g17515.t1
OG0012699	FUN_023383-T1	Pocillopora_meandrina_HIv1___TS.g17098.t2
OG0012700	FUN_023385-T1	Pocillopora_meandrina_HIv1___RNAseq.g17451.t1
OG0012701	FUN_023386-T1	Pocillopora_meandrina_HIv1___RNAseq.g17450.t1
OG0012702	FUN_023388-T1	Pocillopora_meandrina_HIv1___TS.g17146.t1
OG0012703	FUN_023389-T1	Pocillopora_meandrina_HIv1___RNAseq.g17561.t1
OG0012704	FUN_023390-T1	Pocillopora_meandrina_HIv1___TS.g17148.t1
OG0012705	FUN_023393-T2	Pocillopora_meandrina_HIv1___RNAseq.g17626.t1
OG0012706	FUN_023398-T1	Pocillopora_meandrina_HIv1___RNAseq.g17445.t1
OG0012707	FUN_023399-T1	Pocillopora_meandrina_HIv1___RNAseq.g17446.t1
OG0012708	FUN_023402-T1	Pocillopora_meandrina_HIv1___RNAseq.g17559.t1
OG0012709	FUN_023406-T1	Pocillopora_meandrina_HIv1___RNAseq.g17553.t1
OG0012710	FUN_023407-T1	Pocillopora_meandrina_HIv1___RNAseq.g17552.t1
OG0012711	FUN_023410-T1	Pocillopora_meandrina_HIv1___RNAseq.g17575.t1
OG0012712	FUN_023414-T1	Pocillopora_meandrina_HIv1___RNAseq.g17578.t1
OG0012713	FUN_023415-T1	Pocillopora_meandrina_HIv1___RNAseq.g17586.t1
OG0012714	FUN_023416-T1	Pocillopora_meandrina_HIv1___RNAseq.g17587.t2
OG0012715	FUN_023417-T1	Pocillopora_meandrina_HIv1___RNAseq.g17588.t1
OG0012716	FUN_023418-T1	Pocillopora_meandrina_HIv1___RNAseq.g579.t1
OG0012717	FUN_023420-T1	Pocillopora_meandrina_HIv1___RNAseq.g581.t1
OG0012718	FUN_023421-T1	Pocillopora_meandrina_HIv1___RNAseq.g582.t1
OG0012719	FUN_023423-T1	Pocillopora_meandrina_HIv1___RNAseq.g583.t1
OG0012720	FUN_023426-T1	Pocillopora_meandrina_HIv1___RNAseq.g584.t1
OG0012721	FUN_023427-T1	Pocillopora_meandrina_HIv1___TS.g25286.t1
OG0012722	FUN_023433-T1	Pocillopora_meandrina_HIv1___TS.g25287.t1
OG0012723	FUN_023434-T1	Pocillopora_meandrina_HIv1___RNAseq.g550.t1
OG0012724	FUN_023435-T1	Pocillopora_meandrina_HIv1___RNAseq.g549.t1a
OG0012725	FUN_023437-T1	Pocillopora_meandrina_HIv1___RNAseq.g17830.t1
OG0012726	FUN_023438-T1	Pocillopora_meandrina_HIv1___RNAseq.g549.t1b
OG0012727	FUN_023441-T1	Pocillopora_meandrina_HIv1___RNAseq.g17618.t1b
OG0012728	FUN_023442-T1	Pocillopora_meandrina_HIv1___RNAseq.g17640.t2
OG0012729	FUN_023445-T1	Pocillopora_meandrina_HIv1___TS.g17221.t1
OG0012730	FUN_023447-T1	Pocillopora_meandrina_HIv1___RNAseq.g17633.t1
OG0012731	FUN_023450-T1	Pocillopora_meandrina_HIv1___RNAseq.g17630.t1
OG0012732	FUN_023459-T1	Pocillopora_meandrina_HIv1___RNAseq.g17544.t1
OG0012733	FUN_023460-T1	Pocillopora_meandrina_HIv1___RNAseq.g17545.t1
OG0012734	FUN_023461-T1	Pocillopora_meandrina_HIv1___RNAseq.g17546.t1
OG0012735	FUN_023465-T1	Pocillopora_meandrina_HIv1___RNAseq.g17548.t1
OG0012736	FUN_023489-T1	Pocillopora_meandrina_HIv1___RNAseq.g544.t1
OG0012737	FUN_023494-T1	Pocillopora_meandrina_HIv1___RNAseq.g542.t1
OG0012738	FUN_023496-T1	Pocillopora_meandrina_HIv1___TS.g25241.t1
OG0012739	FUN_023497-T1	Pocillopora_meandrina_HIv1___RNAseq.g539.t1
OG0012740	FUN_023498-T1	Pocillopora_meandrina_HIv1___RNAseq.g538.t1
OG0012741	FUN_023499-T1	Pocillopora_meandrina_HIv1___RNAseq.g537.t1
OG0012742	FUN_023500-T1	Pocillopora_meandrina_HIv1___RNAseq.g536.t1
OG0012743	FUN_023501-T1	Pocillopora_meandrina_HIv1___RNAseq.g534.t1
OG0012744	FUN_023503-T1	Pocillopora_meandrina_HIv1___RNAseq.g531.t2
OG0012746	FUN_023508-T1	Pocillopora_meandrina_HIv1___RNAseq.g28803.t1
OG0012747	FUN_023509-T1	Pocillopora_meandrina_HIv1___RNAseq.g567.t1
OG0012748	FUN_023510-T1	Pocillopora_meandrina_HIv1___RNAseq.g637.t1
OG0012749	FUN_023512-T1	Pocillopora_meandrina_HIv1___TS.g9737.t1
OG0012750	FUN_023513-T1	Pocillopora_meandrina_HIv1___RNAseq.g3559.t1
OG0012751	FUN_023522-T1	Pocillopora_meandrina_HIv1___RNAseq.g3599.t1
OG0012752	FUN_023523-T1	Pocillopora_meandrina_HIv1___RNAseq.g3600.t2
OG0012753	FUN_023524-T1	Pocillopora_meandrina_HIv1___RNAseq.g3601.t1
OG0012754	FUN_023547-T1	Pocillopora_meandrina_HIv1___TS.g1959.t1, Pocillopora_meandrina_HIv1___RNAseq.g25902.t1
OG0012755	FUN_023549-T1	Pocillopora_meandrina_HIv1___RNAseq.g22347.t1
OG0012756	FUN_023550-T1	Pocillopora_meandrina_HIv1___RNAseq.g11206.t1a
OG0012757	FUN_023551-T1	Pocillopora_meandrina_HIv1___RNAseq.g3556.t1
OG0012758	FUN_023552-T1	Pocillopora_meandrina_HIv1___RNAseq.g3591.t2
OG0012759	FUN_023553-T1	Pocillopora_meandrina_HIv1___RNAseq.g3589.t1
OG0012760	FUN_023554-T1	Pocillopora_meandrina_HIv1___RNAseq.g3590.t1
OG0012761	FUN_023556-T1	Pocillopora_meandrina_HIv1___RNAseq.g521.t1
OG0012762	FUN_023557-T1	Pocillopora_meandrina_HIv1___RNAseq.g520.t1
OG0012763	FUN_023558-T1	Pocillopora_meandrina_HIv1___RNAseq.g519.t1
OG0012764	FUN_023559-T1	Pocillopora_meandrina_HIv1___RNAseq.g518.t1
OG0012765	FUN_023565-T2	Pocillopora_meandrina_HIv1___RNAseq.g514.t1
OG0012766	FUN_023575-T1	Pocillopora_meandrina_HIv1___RNAseq.g3562.t1
OG0012767	FUN_023577-T1	Pocillopora_meandrina_HIv1___TS.g9740.t1
OG0012768	FUN_023581-T1	Pocillopora_meandrina_HIv1___RNAseq.g3529.t1
OG0012769	FUN_023582-T1	Pocillopora_meandrina_HIv1___RNAseq.g3528.t1
OG0012770	FUN_023586-T1	Pocillopora_meandrina_HIv1___RNAseq.g3307.t1
OG0012771	FUN_023588-T1	Pocillopora_meandrina_HIv1___TS.g17411.t1
OG0012772	FUN_023589-T1	Pocillopora_meandrina_HIv1___RNAseq.g17840.t1
OG0012773	FUN_023590-T1	Pocillopora_meandrina_HIv1___RNAseq.16918_t
OG0012774	FUN_023591-T1	Pocillopora_meandrina_HIv1___RNAseq.g3310.t1
OG0012775	FUN_023592-T1	Pocillopora_meandrina_HIv1___RNAseq.g3311.t1
OG0012776	FUN_023597-T1	Pocillopora_meandrina_HIv1___RNAseq.g19748.t1
OG0012777	FUN_023618-T1	Pocillopora_meandrina_HIv1___TS.g9694.t1
OG0012778	FUN_023619-T1	Pocillopora_meandrina_HIv1___RNAseq.g3522.t2
OG0012779	FUN_023620-T1	Pocillopora_meandrina_HIv1___RNAseq.g3523.t1
OG0012780	FUN_023621-T1	Pocillopora_meandrina_HIv1___RNAseq.g3524.t1
OG0012781	FUN_023623-T1	Pocillopora_meandrina_HIv1___RNAseq.g3525.t1
OG0012782	FUN_023624-T1	Pocillopora_meandrina_HIv1___TS.g9700.t1
OG0012783	FUN_023625-T1	Pocillopora_meandrina_HIv1___RNAseq.g3527.t1
OG0012784	FUN_023629-T1	Pocillopora_meandrina_HIv1___RNAseq.g525.t1
OG0012785	FUN_023631-T1	Pocillopora_meandrina_HIv1___RNAseq.g526.t1
OG0012786	FUN_023632-T1	Pocillopora_meandrina_HIv1___RNAseq.g527.t1
OG0012787	FUN_023633-T1	Pocillopora_meandrina_HIv1___RNAseq.g17808.t1
OG0012788	FUN_023634-T1	Pocillopora_meandrina_HIv1___RNAseq.g17811.t1
OG0012789	FUN_023635-T1	Pocillopora_meandrina_HIv1___RNAseq.g17812.t1
OG0012790	FUN_023636-T1	Pocillopora_meandrina_HIv1___RNAseq.g17813.t1
OG0012791	FUN_023638-T1	Pocillopora_meandrina_HIv1___RNAseq.g17814.t1a
OG0012792	FUN_023639-T1	Pocillopora_meandrina_HIv1___RNAseq.g17814.t1c
OG0012793	FUN_023641-T1	Pocillopora_meandrina_HIv1___RNAseq.g17817.t2
OG0012794	FUN_023642-T1	Pocillopora_meandrina_HIv1___RNAseq.g17815.t1
OG0012795	FUN_023643-T1	Pocillopora_meandrina_HIv1___RNAseq.g17818.t1
OG0012796	FUN_023644-T1	Pocillopora_meandrina_HIv1___RNAseq.g17819.t1
OG0012797	FUN_023647-T1	Pocillopora_meandrina_HIv1___RNAseq.23947_t
OG0012798	FUN_023648-T1	Pocillopora_meandrina_HIv1___TS.g17390.t1
OG0012799	FUN_023671-T1	Pocillopora_meandrina_HIv1___RNAseq.g17761.t1
OG0012800	FUN_023672-T1	Pocillopora_meandrina_HIv1___RNAseq.g17760.t1
OG0012801	FUN_023676-T1	Pocillopora_meandrina_HIv1___RNAseq.g17755.t1
OG0012802	FUN_023682-T1	Pocillopora_meandrina_HIv1___RNAseq.g17753.t1
OG0012803	FUN_023685-T1	Pocillopora_meandrina_HIv1___RNAseq.g25190.t1
OG0012804	FUN_023688-T2	Pocillopora_meandrina_HIv1___RNAseq.g17729.t1
OG0012805	FUN_023689-T1	Pocillopora_meandrina_HIv1___RNAseq.g17728.t1
OG0012806	FUN_023691-T1	Pocillopora_meandrina_HIv1___RNAseq.g17727.t1
OG0012807	FUN_023692-T1	Pocillopora_meandrina_HIv1___RNAseq.g17721.t1
OG0012808	FUN_023693-T1	Pocillopora_meandrina_HIv1___RNAseq.g17720.t1
OG0012809	FUN_023694-T1	Pocillopora_meandrina_HIv1___RNAseq.g17612.t1
OG0012810	FUN_023696-T1	Pocillopora_meandrina_HIv1___RNAseq.g17601.t1
OG0012811	FUN_023698-T1	Pocillopora_meandrina_HIv1___RNAseq.g17595.t2a
OG0012812	FUN_023700-T1	Pocillopora_meandrina_HIv1___RNAseq.g17595.t2b
OG0012813	FUN_023701-T1	Pocillopora_meandrina_HIv1___RNAseq.g17594.t1
OG0012814	FUN_023702-T1	Pocillopora_meandrina_HIv1___RNAseq.g17589.t1
OG0012815	FUN_023758-T1	Pocillopora_meandrina_HIv1___RNAseq.g3496.t2
OG0012816	FUN_023762-T1	Pocillopora_meandrina_HIv1___TS.g9665.t1
OG0012817	FUN_023765-T1	Pocillopora_meandrina_HIv1___TS.g9692.t1a
OG0012818	FUN_023768-T1	Pocillopora_meandrina_HIv1___TS.g9692.t1b
OG0012819	FUN_023790-T1	Pocillopora_meandrina_HIv1___RNAseq.g3306.t1
OG0012820	FUN_023791-T1	Pocillopora_meandrina_HIv1___RNAseq.g3557.t1
OG0012821	FUN_023795-T1	Pocillopora_meandrina_HIv1___RNAseq.g5766.t1
OG0012822	FUN_023796-T1	Pocillopora_meandrina_HIv1___RNAseq.g28739.t2
OG0012823	FUN_023798-T1	Pocillopora_meandrina_HIv1___RNAseq.g3305.t1
OG0012826	FUN_023921-T1	Pocillopora_meandrina_HIv1___TS.g27910.t1
OG0012827	FUN_023922-T1	Pocillopora_meandrina_HIv1___TS.g28130.t1a
OG0012828	FUN_023923-T1	Pocillopora_meandrina_HIv1___RNAseq.g18865.t1
OG0012829	FUN_023925-T1	Pocillopora_meandrina_HIv1___RNAseq.g18510.t1
OG0012830	FUN_023927-T1	Pocillopora_meandrina_HIv1___TS.g27906.t1b
OG0012831	FUN_023928-T1	Pocillopora_meandrina_HIv1___TS.g27906.t1a
OG0012832	FUN_023933-T1	Pocillopora_meandrina_HIv1___TS.g28130.t1b
OG0012833	FUN_023934-T1	Pocillopora_meandrina_HIv1___RNAseq.g18854.t1
OG0012834	FUN_023935-T1	Pocillopora_meandrina_HIv1___RNAseq.g18855.t1
OG0012835	FUN_023936-T1	Pocillopora_meandrina_HIv1___RNAseq.g18856.t1
OG0012836	FUN_023944-T1	Pocillopora_meandrina_HIv1___RNAseq.g18862.t1
OG0012837	FUN_023945-T1	Pocillopora_meandrina_HIv1___RNAseq.g18863.t1
OG0012838	FUN_023947-T1	Pocillopora_meandrina_HIv1___RNAseq.g18527.t1
OG0012839	FUN_023948-T1	Pocillopora_meandrina_HIv1___RNAseq.g18526.t1
OG0012840	FUN_023949-T1	Pocillopora_meandrina_HIv1___RNAseq.2014_t
OG0012841	FUN_023950-T1	Pocillopora_meandrina_HIv1___RNAseq.g18524.t1a
OG0012842	FUN_023952-T1	Pocillopora_meandrina_HIv1___RNAseq.g18523.t1
OG0012843	FUN_023956-T1	Pocillopora_meandrina_HIv1___RNAseq.g18522.t1
OG0012844	FUN_023958-T1	Pocillopora_meandrina_HIv1___RNAseq.g18521.t1
OG0012845	FUN_023959-T1	Pocillopora_meandrina_HIv1___RNAseq.g18520.t1
OG0012846	FUN_023962-T1	Pocillopora_meandrina_HIv1___RNAseq.g18585.t1
OG0012847	FUN_023964-T2	Pocillopora_meandrina_HIv1___RNAseq.g18583.t1
OG0012848	FUN_023965-T1	Pocillopora_meandrina_HIv1___RNAseq.g18582.t2
OG0012849	FUN_023967-T1	Pocillopora_meandrina_HIv1___RNAseq.g18581.t1
OG0012850	FUN_023969-T1	Pocillopora_meandrina_HIv1___RNAseq.g18532.t2
OG0012851	FUN_023970-T1	Pocillopora_meandrina_HIv1___TS.g27927.t1a
OG0012852	FUN_023971-T1	Pocillopora_meandrina_HIv1___RNAseq.g18534.t1
OG0012853	FUN_023972-T1	Pocillopora_meandrina_HIv1___RNAseq.g18530.t1
OG0012854	FUN_023973-T1	Pocillopora_meandrina_HIv1___RNAseq.g18529.t1
OG0012855	FUN_023977-T1	Pocillopora_meandrina_HIv1___RNAseq.g19436.t1
OG0012856	FUN_023978-T1	Pocillopora_meandrina_HIv1___RNAseq.g19435.t1
OG0012857	FUN_023979-T1	Pocillopora_meandrina_HIv1___RNAseq.g19434.t1
OG0012858	FUN_023982-T1	Pocillopora_meandrina_HIv1___RNAseq.g19411.t1
OG0012859	FUN_023983-T1	Pocillopora_meandrina_HIv1___RNAseq.g19410.t1
OG0012860	FUN_023984-T1	Pocillopora_meandrina_HIv1___RNAseq.g19409.t1
OG0012861	FUN_023988-T1	Pocillopora_meandrina_HIv1___RNAseq.g19364.t1
OG0012862	FUN_023991-T1	Pocillopora_meandrina_HIv1___RNAseq.g19363.t1
OG0012863	FUN_023993-T1	Pocillopora_meandrina_HIv1___RNAseq.g19359.t1
OG0012864	FUN_023997-T1	Pocillopora_meandrina_HIv1___RNAseq.g8354.t1
OG0012865	FUN_023999-T1	Pocillopora_meandrina_HIv1___RNAseq.g19353.t1
OG0012866	FUN_024000-T1	Pocillopora_meandrina_HIv1___RNAseq.g19352.t1
OG0012867	FUN_024001-T1	Pocillopora_meandrina_HIv1___RNAseq.g19350.t1
OG0012868	FUN_024003-T1	Pocillopora_meandrina_HIv1___RNAseq.g19347.t2
OG0012869	FUN_024005-T1	Pocillopora_meandrina_HIv1___RNAseq.g19345.t1
OG0012871	FUN_024010-T1	Pocillopora_meandrina_HIv1___RNAseq.g7352.t1
OG0012872	FUN_024011-T1	Pocillopora_meandrina_HIv1___RNAseq.g19343.t1
OG0012873	FUN_024015-T1	Pocillopora_meandrina_HIv1___RNAseq.g19286.t1
OG0012874	FUN_024016-T1	Pocillopora_meandrina_HIv1___RNAseq.g19285.t1
OG0012875	FUN_024018-T1	Pocillopora_meandrina_HIv1___RNAseq.g19283.t1
OG0012876	FUN_024025-T1	Pocillopora_meandrina_HIv1___RNAseq.g19282.t1
OG0012877	FUN_024026-T1	Pocillopora_meandrina_HIv1___RNAseq.g19281.t1
OG0012878	FUN_024034-T1	Pocillopora_meandrina_HIv1___RNAseq.g19276.t1
OG0012880	FUN_024037-T1	Pocillopora_meandrina_HIv1___RNAseq.g19274.t1
OG0012881	FUN_024041-T2	Pocillopora_meandrina_HIv1___RNAseq.g19271.t1
OG0012882	FUN_024042-T1	Pocillopora_meandrina_HIv1___RNAseq.g19270.t1
OG0012883	FUN_024043-T1	Pocillopora_meandrina_HIv1___RNAseq.g19269.t1
OG0012884	FUN_024047-T1	Pocillopora_meandrina_HIv1___RNAseq.g19265.t1
OG0012885	FUN_024048-T1	Pocillopora_meandrina_HIv1___RNAseq.g19266.t2
OG0012886	FUN_024050-T1	Pocillopora_meandrina_HIv1___TS.g28642.t2
OG0012887	FUN_024054-T1	Pocillopora_meandrina_HIv1___RNAseq.g19258.t1
OG0012888	FUN_024055-T1	Pocillopora_meandrina_HIv1___TS.g28634.t1
OG0012889	FUN_024063-T1	Pocillopora_meandrina_HIv1___RNAseq.g19256.t1
OG0012890	FUN_024072-T1, FUN_024070-T1	Pocillopora_meandrina_HIv1___TS.g20901.t1
OG0012891	FUN_024071-T1	Pocillopora_meandrina_HIv1___RNAseq.23622_t
OG0012892	FUN_024074-T1	Pocillopora_meandrina_HIv1___RNAseq.g19216.t1
OG0012893	FUN_024075-T1	Pocillopora_meandrina_HIv1___TS.g28590.t2
OG0012897	FUN_024106-T1	Pocillopora_meandrina_HIv1___RNAseq.g19200.t1
OG0012898	FUN_024110-T1	Pocillopora_meandrina_HIv1___RNAseq.g19190.t1
OG0012899	FUN_024112-T1	Pocillopora_meandrina_HIv1___RNAseq.g19188.t1
OG0012900	FUN_024113-T1	Pocillopora_meandrina_HIv1___RNAseq.g19187.t1
OG0012901	FUN_024121-T1	Pocillopora_meandrina_HIv1___RNAseq.g19176.t1
OG0012902	FUN_024123-T1	Pocillopora_meandrina_HIv1___RNAseq.g19173.t1
OG0012903	FUN_024124-T1	Pocillopora_meandrina_HIv1___RNAseq.g19172.t1
OG0012904	FUN_024127-T1	Pocillopora_meandrina_HIv1___RNAseq.g19898.t1
OG0012905	FUN_024130-T1	Pocillopora_meandrina_HIv1___RNAseq.g19883.t1
OG0012906	FUN_024132-T1	Pocillopora_meandrina_HIv1___RNAseq.g19882.t1
OG0012907	FUN_024133-T1	Pocillopora_meandrina_HIv1___RNAseq.g19881.t1
OG0012908	FUN_024135-T1	Pocillopora_meandrina_HIv1___RNAseq.g19871.t1
OG0012909	FUN_024140-T1	Pocillopora_meandrina_HIv1___RNAseq.g19870.t1
OG0012910	FUN_024144-T1	Pocillopora_meandrina_HIv1___RNAseq.g19865.t1
OG0012911	FUN_024151-T1	Pocillopora_meandrina_HIv1___RNAseq.g19861.t1
OG0012912	FUN_024152-T1	Pocillopora_meandrina_HIv1___RNAseq.g19849.t1
OG0012913	FUN_024154-T1	Pocillopora_meandrina_HIv1___RNAseq.g19852.t1
OG0012914	FUN_024162-T1	Pocillopora_meandrina_HIv1___RNAseq.g19856.t2
OG0012915	FUN_024163-T1	Pocillopora_meandrina_HIv1___RNAseq.g19858.t2
OG0012916	FUN_024165-T1	Pocillopora_meandrina_HIv1___RNAseq.g19845.t1
OG0012917	FUN_024171-T1	Pocillopora_meandrina_HIv1___RNAseq.g13459.t1
OG0012918	FUN_024172-T1	Pocillopora_meandrina_HIv1___RNAseq.g13458.t1
OG0012919	FUN_024173-T1	Pocillopora_meandrina_HIv1___RNAseq.g13457.t1
OG0012920	FUN_024174-T1	Pocillopora_meandrina_HIv1___RNAseq.g18891.t1
OG0012921	FUN_024187-T1	Pocillopora_meandrina_HIv1___RNAseq.g18887.t1
OG0012922	FUN_024192-T1	Pocillopora_meandrina_HIv1___RNAseq.g18883.t1
OG0012923	FUN_024193-T1	Pocillopora_meandrina_HIv1___RNAseq.g18882.t1
OG0012924	FUN_024195-T1	Pocillopora_meandrina_HIv1___RNAseq.g18880.t1
OG0012925	FUN_024197-T1	Pocillopora_meandrina_HIv1___RNAseq.g3316.t1
OG0012926	FUN_024198-T1	Pocillopora_meandrina_HIv1___RNAseq.g18899.t1
OG0012927	FUN_024199-T1	Pocillopora_meandrina_HIv1___RNAseq.g18898.t1
OG0012928	FUN_024200-T1	Pocillopora_meandrina_HIv1___RNAseq.g18897.t1
OG0012929	FUN_024206-T1	Pocillopora_meandrina_HIv1___RNAseq.g18903.t1
OG0012930	FUN_024207-T1	Pocillopora_meandrina_HIv1___RNAseq.g18904.t1
OG0012931	FUN_024208-T1	Pocillopora_meandrina_HIv1___RNAseq.g18905.t1b
OG0012932	FUN_024211-T1	Pocillopora_meandrina_HIv1___RNAseq.g16070.t1
OG0012933	FUN_024214-T1	Pocillopora_meandrina_HIv1___RNAseq.g18908.t1
OG0012934	FUN_024215-T1	Pocillopora_meandrina_HIv1___RNAseq.g18907.t1
OG0012935	FUN_024216-T1	Pocillopora_meandrina_HIv1___RNAseq.g18909.t1
OG0012936	FUN_024218-T1	Pocillopora_meandrina_HIv1___RNAseq.g18911.t1
OG0012937	FUN_024219-T1	Pocillopora_meandrina_HIv1___RNAseq.g18912.t1
OG0012938	FUN_024220-T1	Pocillopora_meandrina_HIv1___RNAseq.g18913.t1
OG0012939	FUN_024222-T1	Pocillopora_meandrina_HIv1___RNAseq.g18914.t1
OG0012940	FUN_024223-T1	Pocillopora_meandrina_HIv1___RNAseq.g18916.t1
OG0012941	FUN_024224-T1	Pocillopora_meandrina_HIv1___TS.g28304.t1
OG0012943	FUN_024330-T1	Pocillopora_meandrina_HIv1___RNAseq.g18926.t1
OG0012944	FUN_024332-T1	Pocillopora_meandrina_HIv1___RNAseq.g18928.t1
OG0012945	FUN_024333-T1	Pocillopora_meandrina_HIv1___RNAseq.g18942.t1
OG0012946	FUN_024334-T1	Pocillopora_meandrina_HIv1___RNAseq.g18941.t1
OG0012947	FUN_024335-T1	Pocillopora_meandrina_HIv1___TS.g28328.t1c
OG0012948	FUN_024336-T1	Pocillopora_meandrina_HIv1___RNAseq.g18939.t1
OG0012949	FUN_024337-T1	Pocillopora_meandrina_HIv1___RNAseq.g18938.t1
OG0012950	FUN_024339-T1	Pocillopora_meandrina_HIv1___RNAseq.g18936.t1
OG0012951	FUN_024340-T1	Pocillopora_meandrina_HIv1___TS.g28323.t1
OG0012952	FUN_024342-T1	Pocillopora_meandrina_HIv1___RNAseq.g18932.t1
OG0012953	FUN_024343-T1	Pocillopora_meandrina_HIv1___RNAseq.g18931.t1
OG0012954	FUN_024344-T1	Pocillopora_meandrina_HIv1___RNAseq.g18930.t1
OG0012955	FUN_024345-T1	Pocillopora_meandrina_HIv1___TS.g28318.t1
OG0012956	FUN_024346-T1	Pocillopora_meandrina_HIv1___RNAseq.g18668.t1, Pocillopora_meandrina_HIv1___RNAseq.g18669.t1
OG0012957	FUN_024348-T1	Pocillopora_meandrina_HIv1___RNAseq.g18670.t1
OG0012958	FUN_024349-T1	Pocillopora_meandrina_HIv1___RNAseq.g18671.t1
OG0012959	FUN_024351-T1	Pocillopora_meandrina_HIv1___RNAseq.g18673.t1
OG0012960	FUN_024354-T1	Pocillopora_meandrina_HIv1___RNAseq.g18690.t1
OG0012961	FUN_024355-T1	Pocillopora_meandrina_HIv1___RNAseq.g18691.t1
OG0012962	FUN_024363-T1	Pocillopora_meandrina_HIv1___RNAseq.g18650.t1
OG0012963	FUN_024366-T1	Pocillopora_meandrina_HIv1___RNAseq.g18651.t1
OG0012964	FUN_024367-T1	Pocillopora_meandrina_HIv1___RNAseq.g18652.t1
OG0012965	FUN_024368-T1	Pocillopora_meandrina_HIv1___RNAseq.g19083.t1
OG0012966	FUN_024369-T1	Pocillopora_meandrina_HIv1___RNAseq.g19084.t1
OG0012967	FUN_024370-T1	Pocillopora_meandrina_HIv1___RNAseq.g19085.t1
OG0012968	FUN_024371-T1	Pocillopora_meandrina_HIv1___RNAseq.g19086.t1
OG0012969	FUN_024375-T1	Pocillopora_meandrina_HIv1___RNAseq.g18600.t1
OG0012970	FUN_024376-T1	Pocillopora_meandrina_HIv1___RNAseq.g18601.t1
OG0012971	FUN_024377-T1	Pocillopora_meandrina_HIv1___RNAseq.g18602.t1
OG0012972	FUN_024378-T1	Pocillopora_meandrina_HIv1___RNAseq.g18603.t1
OG0012973	FUN_024382-T1	Pocillopora_meandrina_HIv1___RNAseq.g18604.t1
OG0012974	FUN_024384-T1	Pocillopora_meandrina_HIv1___RNAseq.g18617.t2
OG0012975	FUN_024385-T1	Pocillopora_meandrina_HIv1___RNAseq.g18618.t1
OG0012976	FUN_024389-T1	Pocillopora_meandrina_HIv1___RNAseq.g18620.t1
OG0012977	FUN_024390-T2	Pocillopora_meandrina_HIv1___RNAseq.g18621.t1
OG0012978	FUN_024391-T1	Pocillopora_meandrina_HIv1___RNAseq.g18622.t2
OG0012979	FUN_024392-T1	Pocillopora_meandrina_HIv1___TS.g28013.t1
OG0012980	FUN_024393-T1	Pocillopora_meandrina_HIv1___RNAseq.g18624.t1
OG0012981	FUN_024394-T1	Pocillopora_meandrina_HIv1___RNAseq.g18627.t1
OG0012982	FUN_024395-T1	Pocillopora_meandrina_HIv1___RNAseq.g18630.t1
OG0012983	FUN_024399-T1	Pocillopora_meandrina_HIv1___RNAseq.g18632.t1
OG0012984	FUN_024402-T1	Pocillopora_meandrina_HIv1___RNAseq.g18634.t1
OG0012985	FUN_024407-T1	Pocillopora_meandrina_HIv1___RNAseq.g18642.t1
OG0012986	FUN_024408-T1	Pocillopora_meandrina_HIv1___TS.g28030.t1
OG0012987	FUN_024409-T1	Pocillopora_meandrina_HIv1___TS.g28029.t1b
OG0012988	FUN_024410-T1	Pocillopora_meandrina_HIv1___TS.g28029.t1a
OG0012989	FUN_024413-T1	Pocillopora_meandrina_HIv1___TS.g28094.t1
OG0012990	FUN_024414-T1	Pocillopora_meandrina_HIv1___RNAseq.g18703.t1
OG0012991	FUN_024418-T1	Pocillopora_meandrina_HIv1___RNAseq.g18720.t1
OG0012992	FUN_024419-T1	Pocillopora_meandrina_HIv1___RNAseq.g18719.t1
OG0012993	FUN_024436-T1	Pocillopora_meandrina_HIv1___RNAseq.g18716.t1
