# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/31-Apul-lncRNA/Apul-lncRNA.gtf" "-o" "../output/32-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam
lncRNA_308	ntLink_6	62485	68696	+	6212	507	180	348	233	1153
lncRNA_309	ntLink_6	179026	180196	+	1171	532	467	221	706	1086
lncRNA_310	ntLink_6	211588	213346	+	1759	482	578	386	526	257
lncRNA_311	ntLink_6	211767	213346	+	1580	0	0	0	0	0
lncRNA_312	ntLink_6	387497	391446	+	3950	50	32	49	100	254
lncRNA_313	ntLink_6	418708	421686	+	2979	593	393	291	350	861
lncRNA_314	ntLink_6	419475	421686	+	2212	0	0	0	0	0
lncRNA_315	ntLink_6	487117	505393	+	18277	0	0	0	0	0
lncRNA_316	ntLink_6	487117	505393	+	18277	0	0	0	0	0
lncRNA_317	ntLink_6	612733	616073	+	3341	63	31	55	81	65
lncRNA_318	ntLink_6	714917	717069	+	2153	0	7	11	2	0
lncRNA_319	ntLink_6	715046	717069	+	2024	0	0	0	0	0
lncRNA_320	ntLink_6	715049	715446	+	398	0	0	0	0	0
lncRNA_321	ntLink_6	715049	715824	+	776	0	0	0	0	0
lncRNA_322	ntLink_6	795761	798261	+	2501	463	646	97	237	410
lncRNA_323	ntLink_6	1014353	1022123	+	7771	6	77	151	1	7
lncRNA_324	ntLink_6	1014929	1022123	+	7195	0	0	0	0	0
lncRNA_325	ntLink_6	1040329	1047453	+	7125	38	13	112	43	259
lncRNA_326	ntLink_6	1052934	1055543	+	2610	895	415	356	546	443
lncRNA_327	ntLink_6	1114082	1115667	+	1586	10	1179	114	44	148
lncRNA_328	ntLink_6	1169879	1171714	+	1836	0	0	0	0	1
lncRNA_329	ntLink_6	1200627	1202658	+	2032	564	351	481	1122	1008
lncRNA_330	ntLink_6	1313207	1314730	+	1524	448	69	44	361	24
lncRNA_331	ntLink_6	1824170	1825059	+	890	6	0	41	28	6
lncRNA_332	ntLink_6	1997637	1999817	+	2181	34	17	450	143	423
lncRNA_333	ntLink_6	2206414	2213936	+	7523	0	0	0	0	3
lncRNA_334	ntLink_6	2206427	2213936	+	7510	0	0	0	0	0
lncRNA_335	ntLink_6	2206469	2213936	+	7468	0	0	0	0	0
lncRNA_336	ntLink_6	2234263	2235786	+	1524	8	34	259	223	55
lncRNA_337	ntLink_6	2412720	2417035	+	4316	13144	15780	15286	13294	9693
lncRNA_338	ntLink_6	2550018	2554402	+	4385	1096	269	919	500	1677
lncRNA_339	ntLink_6	2570682	2572329	+	1648	102	97	105	111	146
lncRNA_340	ntLink_6	2636501	2637976	+	1476	378	189	443	32	577
lncRNA_341	ntLink_6	3130448	3134779	+	4332	157	125	121	174	41
lncRNA_342	ntLink_6	3187678	3189158	+	1481	1	2	10	23	14
lncRNA_343	ntLink_6	3186640	3187273	+	634	7	0	26	0	68
lncRNA_344	ntLink_6	3196080	3196545	+	466	19	25	13	50	3
lncRNA_345	ntLink_6	3441750	3442132	+	383	76	62	150	38	293
lncRNA_346	ntLink_6	3521297	3521650	+	354	34	0	20	7	213
lncRNA_347	ntLink_6	3659589	3660666	+	1078	76	10	2	85	14
lncRNA_348	ntLink_6	3659275	3659487	+	213	6	13	0	17	21
lncRNA_349	ntLink_6	3746840	3753060	+	6221	4	0	63	1	3
lncRNA_350	ntLink_6	3881128	3886225	+	5098	206	361	136	105	137
lncRNA_351	ntLink_6	3943588	3950386	+	6799	0	0	0	0	0
lncRNA_352	ntLink_6	3943588	3950386	+	6799	0	0	0	0	0
lncRNA_353	ntLink_6	3959490	3963322	+	3833	408	307	260	555	766
lncRNA_354	ntLink_6	3961352	3968968	+	7617	254	160	78	392	241
lncRNA_355	ntLink_6	4123995	4124867	+	873	218	119	58	101	123
lncRNA_356	ntLink_6	4125056	4128349	+	3294	7	8	1	13	18
lncRNA_357	ntLink_6	4125285	4128349	+	3065	0	0	0	0	0
lncRNA_358	ntLink_6	4125285	4128349	+	3065	0	0	0	0	0
lncRNA_359	ntLink_6	4185207	4188304	+	3098	83	49	62	70	249
lncRNA_360	ntLink_6	4319726	4322638	+	2913	432	141	108	233	1070
lncRNA_361	ntLink_6	4436800	4446793	+	9994	172	103	146	145	237
lncRNA_362	ntLink_6	4439936	4441749	+	1814	0	0	0	0	0
lncRNA_363	ntLink_6	4449182	4452297	+	3116	74	58	48	39	73
lncRNA_364	ntLink_6	4770940	4772948	+	2009	18	16	9	0	11
lncRNA_365	ntLink_6	4770990	4772948	+	1959	0	0	0	0	0
lncRNA_366	ntLink_6	4819435	4828281	+	8847	417	535	117	273	131
lncRNA_367	ntLink_6	5173472	5195767	+	22296	8	23	147	63	36
lncRNA_368	ntLink_6	5179006	5195767	+	16762	0	0	0	0	0
lncRNA_369	ntLink_6	5192312	5195767	+	3456	0	0	0	0	0
lncRNA_370	ntLink_6	5215387	5216698	+	1312	0	35	15	1	0
lncRNA_371	ntLink_6	5215563	5216698	+	1136	0	0	0	0	0
lncRNA_372	ntLink_6	5215563	5216698	+	1136	0	0	0	0	0
lncRNA_373	ntLink_6	5237764	5241013	+	3250	1417	344	6	64	253
lncRNA_374	ntLink_6	5512073	5516194	+	4122	0	0	0	0	0
lncRNA_375	ntLink_6	5540756	5543995	+	3240	82	68	1	0	57
lncRNA_376	ntLink_6	5544099	5548623	+	4525	0	0	0	0	0
lncRNA_377	ntLink_6	5544117	5546695	+	2579	0	0	0	0	0
lncRNA_378	ntLink_6	5547594	5548623	+	1030	0	0	0	0	0
lncRNA_379	ntLink_6	5625222	5625803	+	582	10	25	5	8	14
lncRNA_380	ntLink_6	5821531	5821846	+	316	28	1	4	2	17
lncRNA_381	ntLink_6	5871096	5872621	+	1526	9	11	27	11	64
lncRNA_382	ntLink_6	5983949	5986895	+	2947	0	0	0	0	0
lncRNA_383	ntLink_6	5983962	5986895	+	2934	0	0	0	0	0
lncRNA_384	ntLink_6	6070006	6070857	+	852	21	55	10	22	30
lncRNA_385	ntLink_6	6085209	6086396	+	1188	70	31	6	26	0
lncRNA_386	ntLink_6	6355668	6356624	+	957	68	38	24	50	104
lncRNA_387	ntLink_6	6367949	6369046	+	1098	32	50	57	22	12
lncRNA_388	ntLink_6	6373514	6381752	+	8239	96	52	98	84	48
lncRNA_389	ntLink_6	6374748	6381808	+	7061	19	16	0	28	7
lncRNA_390	ntLink_6	6406960	6414629	+	7670	0	0	0	0	0
lncRNA_391	ntLink_6	6552998	6554514	+	1517	155	168	106	88	233
lncRNA_392	ntLink_6	6557115	6558709	+	1595	0	3	0	12	6
lncRNA_393	ntLink_6	6571010	6572963	+	1954	612	851	604	1200	763
lncRNA_394	ntLink_6	6760381	6764204	+	3824	0	0	0	8	9
lncRNA_395	ntLink_6	6784798	6789504	+	4707	14	31	38	21	80
lncRNA_396	ntLink_6	6853031	6856852	+	3822	10	12	3	13	25
lncRNA_397	ntLink_6	6868781	6869996	+	1216	9	4	5	0	29
lncRNA_398	ntLink_6	7064149	7066946	+	2798	0	0	0	0	0
lncRNA_399	ntLink_6	7064149	7066946	+	2798	0	0	0	0	0
lncRNA_400	ntLink_6	7064172	7066946	+	2775	0	0	0	0	0
lncRNA_401	ntLink_6	7067777	7068762	+	986	1550	328	171	784	218
lncRNA_402	ntLink_6	7139992	7140474	+	483	50	90	26	45	50
lncRNA_403	ntLink_6	7295831	7303960	+	8130	168	225	4953	53	204
lncRNA_404	ntLink_6	7377424	7385976	+	8553	324	276	391	649	1179
lncRNA_405	ntLink_6	7445853	7450813	+	4961	417	293	224	351	748
lncRNA_406	ntLink_6	7443119	7444395	+	1277	486	334	68	492	86
lncRNA_407	ntLink_6	7455864	7460137	+	4274	1119	724	136	2212	428
lncRNA_408	ntLink_6	7534533	7542035	+	7503	0	0	0	0	0
lncRNA_409	ntLink_6	7534771	7538869	+	4099	0	0	0	0	0
lncRNA_410	ntLink_6	7535048	7546880	+	11833	0	0	0	0	0
lncRNA_411	ntLink_6	7583790	7585685	+	1896	0	25	4	1	88
lncRNA_412	ntLink_6	7958523	7958987	+	465	10	24	20	7	23
lncRNA_413	ntLink_6	7983631	7986000	+	2370	0	0	0	0	0
lncRNA_414	ntLink_6	7984591	7985882	+	1292	0	0	0	0	0
lncRNA_415	ntLink_6	8245017	8245411	+	395	33	4	33	0	94
lncRNA_416	ntLink_6	8374435	8378990	+	4556	9	2	0	14	10
lncRNA_417	ntLink_6	8374669	8378990	+	4322	0	0	0	0	0
lncRNA_418	ntLink_6	8408139	8408548	+	410	26	11	68	41	156
lncRNA_419	ntLink_6	8460309	8460999	+	691	1	0	0	0	0
lncRNA_420	ntLink_6	8460412	8460999	+	588	0	0	0	0	0
lncRNA_421	ntLink_6	8526979	8528160	+	1182	102	90	57	67	72
lncRNA_422	ntLink_6	8729525	8735888	+	6364	6	0	0	0	69
lncRNA_423	ntLink_6	8841634	8842326	+	693	76	52	12	12	15
lncRNA_424	ntLink_6	8890049	8891695	+	1647	0	0	0	0	0
lncRNA_425	ntLink_6	9058989	9061014	+	2026	15966	11374	6024	13929	11004
lncRNA_426	ntLink_6	9109356	9111108	+	1753	0	0	0	3	0
lncRNA_427	ntLink_6	9109443	9111108	+	1666	0	0	0	0	0
lncRNA_428	ntLink_6	9250081	9255801	+	5721	761	920	108	337	239
lncRNA_429	ntLink_6	9560025	9565104	+	5080	0	0	0	0	0
lncRNA_430	ntLink_6	9634516	9634777	+	262	3	0	0	18	0
lncRNA_431	ntLink_6	9690135	9691942	+	1808	281	610	24	423	45
lncRNA_432	ntLink_6	10132147	10133422	+	1276	24	8	27	50	14
lncRNA_433	ntLink_6	10166565	10167095	+	531	26	0	18	7	68
lncRNA_434	ntLink_6	10329075	10344947	+	15873	59	22	218	31	221
lncRNA_435	ntLink_6	10571042	10572769	+	1728	33	0	12	0	0
lncRNA_436	ntLink_6	10591728	10593885	+	2158	1427	1229	817	1103	911
lncRNA_437	ntLink_6	10649909	10655824	+	5916	28	21	25	44	193
lncRNA_438	ntLink_6	10886996	10899520	+	12525	1068	770	706	1179	2129
lncRNA_439	ntLink_6	10953329	10956664	+	3336	113	170	31	103	47
lncRNA_440	ntLink_6	11308808	11309278	+	471	0	4	0	8	36
lncRNA_441	ntLink_6	11472978	11478391	+	5414	1724	138	496	1071	1576
lncRNA_442	ntLink_6	11546401	11548361	+	1961	50	0	6	0	11
lncRNA_443	ntLink_6	11547169	11548361	+	1193	0	0	0	0	0
lncRNA_444	ntLink_6	11578667	11579913	+	1247	1821	846	1242	1443	1249
lncRNA_445	ntLink_6	11927332	11929812	+	2481	102	43	43	46	136
lncRNA_446	ntLink_6	11952391	11954501	+	2111	13	11	34	18	0
lncRNA_447	ntLink_6	11966293	11966616	+	324	29	6	34	4	24
lncRNA_448	ntLink_6	12028871	12031657	+	2787	24	41	41	17	49
lncRNA_449	ntLink_6	12062593	12065075	+	2483	14	23	19	36	34
lncRNA_450	ntLink_6	12062687	12064263	+	1577	0	0	0	0	0
lncRNA_451	ntLink_6	12211653	12213889	+	2237	137	127	159	17	229
lncRNA_452	ntLink_6	12636093	12638506	+	2414	398	387	667	283	408
lncRNA_453	ntLink_6	12704172	12705614	+	1443	7	65	4	170	20
lncRNA_454	ntLink_6	12868460	12871518	+	3059	388	202	152	65	35
lncRNA_455	ntLink_6	12871924	12872967	+	1044	171	57	58	27	6
lncRNA_456	ntLink_6	12880628	12881212	+	585	8	7	32	12	2
lncRNA_457	ntLink_6	13712182	13713100	+	919	162	29	83	82	230
lncRNA_458	ntLink_6	13783562	13784715	+	1154	29	12	20	39	57
lncRNA_459	ntLink_6	13814395	13827232	+	12838	11	3	4	19	56
lncRNA_460	ntLink_6	13990679	13993005	+	2327	0	0	0	0	0
lncRNA_461	ntLink_6	13990720	13993778	+	3059	41	26	0	0	8
lncRNA_462	ntLink_6	14615731	14618534	+	2804	166	145	91	222	138
lncRNA_463	ntLink_6	14818413	14849053	+	30641	33	6	76	12	80
lncRNA_464	ntLink_6	14885367	14886473	+	1107	8	15	5	14	24
lncRNA_465	ntLink_6	15115394	15116083	+	690	8	0	2	3	89
lncRNA_466	ntLink_6	15257144	15272932	+	15789	49	26	43	10	78
lncRNA_467	ntLink_6	15257886	15272932	+	15047	0	0	0	0	0
lncRNA_468	ntLink_6	15257886	15272932	+	15047	0	0	0	0	0
lncRNA_469	ntLink_6	15306521	15306855	+	335	9	0	20	6	42
lncRNA_470	ntLink_6	15577565	15578258	+	694	78	89	4	110	166
lncRNA_471	ntLink_6	15720776	15721238	+	463	75	2	38	50	221
lncRNA_472	ntLink_6	15726132	15727010	+	879	0	0	0	0	57
lncRNA_473	ntLink_6	15933420	15934003	+	584	8	14	32	44	98
lncRNA_474	ntLink_6	15940615	15941014	+	400	33	33	26	63	32
lncRNA_475	ntLink_6	16149179	16157537	+	8359	562	267	314	147	464
lncRNA_476	ntLink_6	16155889	16157537	+	1649	0	0	0	0	0
lncRNA_477	ntLink_6	16218608	16219845	+	1238	114	151	161	67	2
lncRNA_478	ntLink_6	16224133	16227555	+	3423	106	49	12	121	13
lncRNA_479	ntLink_6	16635637	16636402	+	766	0	0	0	1	11
lncRNA_480	ntLink_6	16831335	16839676	+	8342	2293	869	515	674	1448
lncRNA_481	ntLink_6	16837452	16839676	+	2225	0	0	0	0	0
lncRNA_482	ntLink_6	16812789	16814012	+	1224	58	2	50	7	357
lncRNA_483	ntLink_6	16894248	16898752	+	4505	2531	4676	1548	4793	3793
lncRNA_484	ntLink_6	16944272	16952070	+	7799	13634	10024	4271	10665	8660
lncRNA_485	ntLink_6	16969397	16971821	+	2425	1048	482	454	1032	880
lncRNA_486	ntLink_6	16997113	16998089	+	977	0	6	119	2	117
lncRNA_487	ntLink_6	17183457	17186669	+	3213	100	163	101	135	435
lncRNA_488	ntLink_6	17418721	17420035	+	1315	2	122	45	33	121
lncRNA_489	ntLink_6	17496927	17498883	+	1957	31	4	3	0	53
lncRNA_490	ntLink_6	17623849	17624768	+	920	1544	1547	1333	1812	1569
lncRNA_491	ntLink_6	17846311	17848035	+	1725	24	12	22	5	66
lncRNA_492	ntLink_6	17858156	17864025	+	5870	0	0	0	0	0
lncRNA_493	ntLink_6	17858160	17864025	+	5866	0	0	0	0	0
lncRNA_494	ntLink_6	18007648	18010596	+	2949	61	37	42	256	91
lncRNA_495	ntLink_6	18014002	18015698	+	1697	14	2	17	7	4
lncRNA_496	ntLink_6	19399824	19400840	+	1017	59	13	29	28	69
lncRNA_497	ntLink_6	19477090	19478036	+	947	125	18	165	76	307
lncRNA_498	ntLink_6	19491373	19496034	+	4662	304	203	130	504	460
lncRNA_499	ntLink_6	19600441	19601186	+	746	0	0	0	0	0
lncRNA_500	ntLink_6	19672703	19673926	+	1224	5	9	24	10	164
lncRNA_501	ntLink_6	19809709	19811823	+	2115	121	8	163	41	307
lncRNA_502	ntLink_6	19853309	19855219	+	1911	0	0	0	0	0
lncRNA_503	ntLink_6	19853309	19855219	+	1911	0	0	0	0	0
lncRNA_504	ntLink_6	19858156	19859800	+	1645	144	0	104	6	104
lncRNA_505	ntLink_6	19886978	19889803	+	2826	48	125	43	42	323
lncRNA_506	ntLink_6	20103156	20104343	+	1188	91	107	56	136	135
lncRNA_507	ntLink_6	20267008	20268172	+	1165	0	0	0	0	0
lncRNA_508	ntLink_6	20267212	20268172	+	961	0	0	0	0	0
lncRNA_509	ntLink_6	20273045	20274617	+	1573	79	12	13	42	32
lncRNA_510	ntLink_6	20500737	20502472	+	1736	55	0	16	2	59
lncRNA_511	ntLink_6	20569476	20572217	+	2742	43	9	63	2	171
lncRNA_512	ntLink_6	20669407	20671045	+	1639	0	0	0	0	0
lncRNA_513	ntLink_6	20721337	20724548	+	3212	165	37	71	124	192
lncRNA_514	ntLink_6	20814883	20831721	+	16839	187	2	204	1	512
lncRNA_515	ntLink_6	20867897	20875437	+	7541	8	2	26	0	48
lncRNA_516	ntLink_6	20963895	20968844	+	4950	155	3	173	5	434
lncRNA_517	ntLink_6	20968899	20989449	+	20551	105	2	143	7	314
lncRNA_518	ntLink_6	20996293	21002694	+	6402	17	0	14	0	69
lncRNA_519	ntLink_6	21039269	21040444	+	1176	52	39	39	3	137
lncRNA_520	ntLink_6	21075431	21083164	+	7734	24	1	12	1	39
lncRNA_521	ntLink_6	21148072	21158064	+	9993	0	0	0	0	0
lncRNA_522	ntLink_6	21148074	21162334	+	14261	13	0	22	0	41
lncRNA_523	ntLink_6	21164963	21167525	+	2563	0	0	0	0	0
lncRNA_524	ntLink_6	21167760	21187526	+	19767	4	0	0	0	19
lncRNA_525	ntLink_6	21183745	21187526	+	3782	0	0	0	0	0
lncRNA_526	ntLink_6	21238077	21245867	+	7791	52	4	38	4	136
lncRNA_527	ntLink_6	21246682	21259693	+	13012	24	8	5	14	101
lncRNA_528	ntLink_6	21252810	21257227	+	4418	0	0	0	0	0
lncRNA_529	ntLink_6	21261177	21272480	+	11304	18	1	8	2	51
lncRNA_530	ntLink_6	21270427	21272480	+	2054	0	0	0	0	0
lncRNA_531	ntLink_6	21278250	21280254	+	2005	3	0	4	0	11
lncRNA_532	ntLink_6	21280418	21284097	+	3680	0	0	1	0	9
lncRNA_533	ntLink_6	21291000	21292734	+	1735	1	0	1	1	6
lncRNA_534	ntLink_6	21370891	21455162	+	84272	79	4	90	0	230
lncRNA_535	ntLink_6	21395294	21455162	+	59869	0	0	0	0	0
lncRNA_536	ntLink_6	21468291	21471318	+	3028	0	0	1	0	9
lncRNA_537	ntLink_6	21473621	21510903	+	37283	119	4	169	5	216
lncRNA_538	ntLink_6	21500684	21510903	+	10220	0	0	0	0	0
lncRNA_539	ntLink_6	21511277	21512885	+	1609	17	0	11	0	28
lncRNA_540	ntLink_6	21514549	21519998	+	5450	76	0	47	0	199
lncRNA_541	ntLink_6	21520454	21524232	+	3779	68	3	21	1	89
lncRNA_542	ntLink_6	21751866	21755286	+	3421	39	4	53	0	109
lncRNA_543	ntLink_6	21842536	21842752	+	217	26	2	10	1	29
lncRNA_544	ntLink_6	21859920	21862185	+	2266	29	0	26	0	124
lncRNA_545	ntLink_6	21887020	21887256	+	237	1	1	0	0	16
lncRNA_546	ntLink_6	21891114	21891676	+	563	1	0	0	0	8
lncRNA_547	ntLink_6	21963853	21969242	+	5390	4	12	0	18	9
lncRNA_548	ntLink_6	21966959	21969014	+	2056	0	0	0	0	0
lncRNA_549	ntLink_6	22175552	22176781	+	1230	0	18	21	18	0
lncRNA_550	ntLink_6	22470752	22472296	+	1545	0	0	0	11	2
lncRNA_551	ntLink_6	22623858	22624217	+	360	0	0	11	2	10
lncRNA_552	ntLink_6	22632978	22634300	+	1323	265	681	126	182	131
lncRNA_553	ntLink_6	22688096	22688367	+	272	0	0	0	0	0
lncRNA_554	ntLink_6	22688470	22688921	+	452	0	0	0	0	0
lncRNA_555	ntLink_6	22688470	22688921	+	452	0	0	0	0	0
lncRNA_556	ntLink_6	40668	41291	+	624	0	0	0	0	286
lncRNA_557	ntLink_6	58591	62101	+	3511	155	105	47	241	260
lncRNA_558	ntLink_6	188996	189265	+	270	0	0	0	10	0
lncRNA_559	ntLink_6	218330	218535	+	206	1	0	7	1	10
lncRNA_560	ntLink_6	272096	273115	+	1020	8	0	5	0	89
lncRNA_561	ntLink_6	297360	298073	+	714	0	2	0	4	315
lncRNA_562	ntLink_6	343253	343582	+	330	0	2	0	0	21
lncRNA_563	ntLink_6	428687	430628	+	1942	22	0	0	0	181
lncRNA_564	ntLink_6	433388	433648	+	261	29	1	5	1	21
lncRNA_565	ntLink_6	477664	478508	+	845	4	0	30	0	234
lncRNA_566	ntLink_6	536929	537974	+	1046	8	1	5	2	182
lncRNA_567	ntLink_6	547022	547326	+	305	0	6	5	21	0
lncRNA_568	ntLink_6	710675	710970	+	296	26	0	11	0	0
lncRNA_569	ntLink_6	742866	743215	+	350	48	5	7	33	0
lncRNA_570	ntLink_6	744690	744985	+	296	0	0	18	0	26
lncRNA_571	ntLink_6	840380	840725	+	346	31	12	18	0	10
lncRNA_572	ntLink_6	882203	882875	+	673	63	43	79	30	43
lncRNA_573	ntLink_6	887124	888064	+	941	0	0	0	0	0
lncRNA_574	ntLink_6	891962	892748	+	787	71	13	68	70	108
lncRNA_575	ntLink_6	968584	969411	+	828	7	1	14	1	75
lncRNA_576	ntLink_6	983092	984525	+	1434	351	72	97	57	292
lncRNA_577	ntLink_6	1038056	1038369	+	314	4	0	95	6	4
lncRNA_578	ntLink_6	1039374	1039697	+	324	24	9	36	6	33
lncRNA_579	ntLink_6	1137159	1137506	+	348	8	27	3	10	46
lncRNA_580	ntLink_6	1327630	1327853	+	224	0	0	14	0	11
lncRNA_581	ntLink_6	1644450	1645964	+	1515	23	44	8	1	88
lncRNA_582	ntLink_6	1672001	1672305	+	305	58	11	55	82	31
lncRNA_583	ntLink_6	1703399	1703879	+	481	19	0	7	2	96
lncRNA_584	ntLink_6	1726259	1727625	+	1367	23	5	41	6	126
lncRNA_585	ntLink_6	1737025	1739209	+	2185	0	0	0	0	0
lncRNA_586	ntLink_6	1940165	1940441	+	277	12	0	49	2	143
lncRNA_587	ntLink_6	2369540	2370585	+	1046	72	97	84	243	114
lncRNA_588	ntLink_6	2398752	2399003	+	252	0	0	13	14	25
lncRNA_589	ntLink_6	2432506	2432707	+	202	0	0	6	0	5
lncRNA_590	ntLink_6	2434922	2435765	+	844	84	48	38	88	73
lncRNA_591	ntLink_6	2537776	2542015	+	4240	150	28	69	107	278
lncRNA_592	ntLink_6	2633960	2634418	+	459	12	32	0	2	18
lncRNA_593	ntLink_6	2634995	2635217	+	223	0	28	8	2	9
lncRNA_594	ntLink_6	2661865	2662127	+	263	17	2	0	0	18
lncRNA_595	ntLink_6	2693543	2693915	+	373	6	0	31	0	0
lncRNA_596	ntLink_6	2708530	2709471	+	942	44	12	12	16	84
lncRNA_597	ntLink_6	2720197	2720536	+	340	17	0	9	1	55
lncRNA_598	ntLink_6	2722775	2722978	+	204	0	3	0	0	14
lncRNA_599	ntLink_6	2752108	2752331	+	224	6	2	1	0	24
lncRNA_600	ntLink_6	2772006	2773084	+	1079	6	18	60	45	35
lncRNA_601	ntLink_6	2773578	2773843	+	266	2	6	4	10	14
lncRNA_602	ntLink_6	2837303	2837825	+	523	21	0	0	19	0
lncRNA_603	ntLink_6	2904690	2905594	+	905	7	0	0	1	39
lncRNA_604	ntLink_6	3122455	3124088	+	1634	0	0	0	0	0
lncRNA_605	ntLink_6	3128757	3129994	+	1238	17	23	24	0	228
lncRNA_606	ntLink_6	3137034	3138839	+	1806	104	5	62	35	217
lncRNA_607	ntLink_6	3147209	3147463	+	255	0	0	18	2	0
lncRNA_608	ntLink_6	3190013	3190938	+	926	2	0	40	14	111
lncRNA_609	ntLink_6	3191359	3191676	+	318	12	2	21	0	17
lncRNA_610	ntLink_6	3240588	3241165	+	578	18	0	75	16	138
lncRNA_611	ntLink_6	3244261	3246310	+	2050	38	0	16	10	173
lncRNA_612	ntLink_6	3247186	3247476	+	291	1	1	6	0	28
lncRNA_613	ntLink_6	3250466	3251129	+	664	20	2	19	14	12
lncRNA_614	ntLink_6	3347038	3349257	+	2220	31	64	85	60	159
lncRNA_615	ntLink_6	3408913	3410685	+	1773	517	269	202	323	287
lncRNA_616	ntLink_6	3411740	3412246	+	507	29	0	18	8	51
lncRNA_617	ntLink_6	3424125	3425078	+	954	70	0	30	0	119
lncRNA_618	ntLink_6	3459694	3461018	+	1325	84	8	87	0	229
lncRNA_619	ntLink_6	3462378	3463283	+	906	2	3	12	0	117
lncRNA_620	ntLink_6	3485966	3486711	+	746	10	0	4	2	99
lncRNA_621	ntLink_6	3488306	3488998	+	693	30	4	8	12	48
lncRNA_622	ntLink_6	3493633	3494196	+	564	20	0	27	0	80
lncRNA_623	ntLink_6	3495413	3495680	+	268	1	14	17	0	5
lncRNA_624	ntLink_6	3540426	3541037	+	612	20	0	26	8	94
lncRNA_625	ntLink_6	3543048	3543731	+	684	0	0	23	0	132
lncRNA_626	ntLink_6	3663425	3663726	+	302	25	9	0	9	13
lncRNA_627	ntLink_6	3683179	3683732	+	554	132	3	44	11	299
lncRNA_628	ntLink_6	3685165	3685689	+	525	0	0	42	7	44
lncRNA_629	ntLink_6	3758623	3759045	+	423	0	0	22	4	23
lncRNA_630	ntLink_6	3781773	3782276	+	504	42	0	30	0	0
lncRNA_631	ntLink_6	3803821	3804495	+	675	16	22	4	26	42
lncRNA_632	ntLink_6	3827570	3829009	+	1440	30	2	151	13	282
lncRNA_633	ntLink_6	3868284	3869232	+	949	10	0	31	0	93
lncRNA_634	ntLink_6	3871323	3871973	+	651	11	0	22	3	83
lncRNA_635	ntLink_6	3941273	3941676	+	404	4	2	23	1	31
lncRNA_636	ntLink_6	3941931	3943135	+	1205	638	373	416	374	551
lncRNA_637	ntLink_6	3950876	3952189	+	1314	6	0	2	41	112
lncRNA_638	ntLink_6	3972704	3973250	+	547	0	0	0	47	0
lncRNA_639	ntLink_6	4001336	4002169	+	834	52	0	47	6	150
lncRNA_640	ntLink_6	4034139	4034647	+	509	6	0	0	8	76
lncRNA_641	ntLink_6	4035041	4035801	+	761	4	0	9	0	122
lncRNA_642	ntLink_6	4188848	4189324	+	477	3	0	50	0	10
lncRNA_643	ntLink_6	4193599	4194962	+	1364	104	8	92	15	246
lncRNA_644	ntLink_6	4198581	4200053	+	1473	30	24	171	47	176
lncRNA_645	ntLink_6	4226088	4226322	+	235	8	5	0	4	2
lncRNA_646	ntLink_6	4234059	4235164	+	1106	63	0	109	2	228
lncRNA_647	ntLink_6	4253468	4253754	+	287	10	11	8	0	2
lncRNA_648	ntLink_6	4254436	4255118	+	683	42	32	64	11	104
lncRNA_649	ntLink_6	4256099	4256877	+	779	0	1	18	13	66
lncRNA_650	ntLink_6	4258208	4258449	+	242	9	0	0	13	20
lncRNA_651	ntLink_6	4279617	4279895	+	279	6	3	6	4	18
lncRNA_652	ntLink_6	4284890	4285379	+	490	4	0	2	0	46
lncRNA_653	ntLink_6	4301682	4301967	+	286	27	0	41	12	180
lncRNA_654	ntLink_6	4310986	4311494	+	509	8	0	27	4	16
lncRNA_655	ntLink_6	4338338	4340570	+	2233	241	65	294	31	779
lncRNA_656	ntLink_6	4524816	4526643	+	1828	53	16	48	190	47
lncRNA_657	ntLink_6	4550089	4550314	+	226	44	0	7	0	13
lncRNA_658	ntLink_6	4587151	4588365	+	1215	25	5	104	11	317
lncRNA_659	ntLink_6	4701024	4701530	+	507	187	1176	10	1397	13
lncRNA_660	ntLink_6	4763578	4764212	+	635	31	8	95	6	366
lncRNA_661	ntLink_6	4823765	4824052	+	288	0	0	0	0	0
lncRNA_662	ntLink_6	4884238	4884489	+	252	0	483	8	4	5
lncRNA_663	ntLink_6	4900306	4900761	+	456	32	0	9	3	53
lncRNA_664	ntLink_6	4988480	4988851	+	372	0	0	26	2	0
