# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-Apul-lncRNA-pipeline/Apul-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam
lncRNA_235	ntLink_6	18459349	18464663	+	5315	126.14	146.87	248.43	319.70	167.56
lncRNA_236	ntLink_6	18643775	18645905	+	2131	0.20	2.50	10.29	1.61	52.75
lncRNA_237	ntLink_6	18724499	18726687	+	2189	2.10	2.70	21.00	5.80	0.87
lncRNA_238	ntLink_6	18759406	18760214	+	809	12.50	14.67	45.83	27.08	87.83
lncRNA_239	ntLink_6	18945949	18949634	+	3686	0	6.00	56.07	0	18.10
lncRNA_240	ntLink_6	19118252	19118572	+	321	34	4	36	0	102
lncRNA_241	ntLink_6	19358305	19358728	+	424	38	0	17	68.50	7
lncRNA_242	ntLink_6	19600275	19601778	+	1504	43	91.50	10.50	49.50	12.50
lncRNA_243	ntLink_6	19855316	19857585	+	2270	651.18	181.38	182.12	7.50	254.67
lncRNA_244	ntLink_6	20075418	20077151	+	1734	141.59	104.06	63.32	90.40	133.59
lncRNA_245	ntLink_6	20075418	20078167	+	2750	151.89	114.06	91.89	97.40	223.60
lncRNA_246	ntLink_6	20075434	20078167	+	2734	151.89	114.06	91.89	97.40	223.60
lncRNA_247	ntLink_6	20227810	20228721	+	912	93.50	9	53	28	62
lncRNA_248	ntLink_6	20263021	20263665	+	645	19.75	27.37	154.25	34.00	31.58
lncRNA_249	ntLink_6	20264618	20271250	+	6633	1036.27	616.46	698.29	352.78	325.80
lncRNA_250	ntLink_6	20264721	20267793	+	3073	934.44	234.23	479.26	183.11	113.30
lncRNA_251	ntLink_6	20265432	20267793	+	2362	913.59	225.06	479.26	174.01	100.63
lncRNA_252	ntLink_6	20500806	20501934	+	1129	38.19	0.75	30.56	1.22	58.87
lncRNA_253	ntLink_6	20549056	20570141	+	21086	323.99	4.47	298.90	13.21	792.04
lncRNA_254	ntLink_6	20555624	20566870	+	11247	94.67	3.44	105.28	7.42	235.28
lncRNA_255	ntLink_6	20626873	20690022	+	63150	2043.25	28.55	1883.65	48.31	6527.26
lncRNA_256	ntLink_6	20658329	20672920	+	14592	284.67	2.05	253.79	6.29	796.80
lncRNA_257	ntLink_6	20680419	20688829	+	8411	122.14	2.35	132.35	2.62	330.68
lncRNA_258	ntLink_6	20680419	20689281	+	8863	145.18	2.35	158.00	2.62	358.67
lncRNA_259	ntLink_6	20681599	20687216	+	5618	78.60	0.95	80.80	1.83	223.02
lncRNA_260	ntLink_6	20701503	20714070	+	12568	604.80	5.28	595.74	17.90	1669.01
lncRNA_261	ntLink_6	20724559	20726639	+	2081	383.50	0.50	163.50	25.62	147.36
lncRNA_262	ntLink_6	20730930	20734063	+	3134	113.21	1.01	137.41	2.10	293.56
lncRNA_263	ntLink_6	20752669	20791504	+	38836	1645.35	24.46	1542.01	43.65	4303.05
lncRNA_264	ntLink_6	20791766	20800365	+	8600	356.80	2.00	376.67	3.96	844.54
lncRNA_265	ntLink_6	20832028	20849389	+	17362	613.98	11.59	573.28	8.42	1610.43
lncRNA_266	ntLink_6	20865850	20873900	+	8051	122.65	4.40	111.69	3.48	374.21
lncRNA_267	ntLink_6	20884336	20890598	+	6263	131.45	1.60	213.28	4.07	393.01
lncRNA_268	ntLink_6	21013309	21017463	+	4155	189.77	3.99	220.21	2.27	589.33
lncRNA_269	ntLink_6	21019303	21021532	+	2230	43.09	0.10	43.58	0.35	158.13
lncRNA_270	ntLink_6	21072770	21075917	+	3148	146.79	1.97	119.37	0.80	294.45
lncRNA_271	ntLink_6	21083920	21092259	+	8340	254.46	1.24	279.83	5.14	592.36
lncRNA_272	ntLink_6	21085054	21090619	+	5566	134.91	0.80	131.94	3.02	290.46
lncRNA_273	ntLink_6	21099636	21118753	+	19118	823.60	10.46	688.24	16.09	2045.03
lncRNA_274	ntLink_6	21102366	21110038	+	7673	232.55	1.70	220.85	4.27	536.97
lncRNA_275	ntLink_6	21104253	21105928	+	1676	20.62	0	37.36	0.37	82.42
lncRNA_276	ntLink_6	21143450	21144570	+	1121	50.33	1.00	50.38	0.72	112.95
lncRNA_277	ntLink_6	21162589	21162832	+	244	4	0	0.83	0	35.35
lncRNA_278	ntLink_6	21163683	21171004	+	7322	208.71	4.68	138.58	1.74	466.79
lncRNA_279	ntLink_6	21169192	21171004	+	1813	60.58	2.03	40.02	1.37	163.62
lncRNA_280	ntLink_6	21179380	21188290	+	8911	186.47	6.53	164.04	7.40	492.50
lncRNA_281	ntLink_6	21181932	21188290	+	6359	126.99	4.93	110.45	6.38	346.58
lncRNA_282	ntLink_6	21326356	21362590	+	36235	723.15	11.11	977.73	21.48	2175.94
lncRNA_283	ntLink_6	21470304	21475905	+	5602	204.78	0.89	194.52	2.34	304.92
lncRNA_284	ntLink_6	21525145	21540749	+	15605	908.19	19.06	802.74	10.04	2083.98
lncRNA_285	ntLink_6	21551337	21551991	+	655	27.80	17.29	26.29	2.27	33.80
lncRNA_286	ntLink_6	21562140	21567248	+	5109	212.71	13.89	210.84	22.35	405.35
lncRNA_287	ntLink_6	21576757	21591588	+	14832	1193.61	29.13	647.38	69.00	1939.99
lncRNA_288	ntLink_6	21609914	21612972	+	3059	2	98.67	2	74.17	78.33
lncRNA_289	ntLink_6	21614399	21619852	+	5454	203.00	11.40	92.24	9.37	372.96
lncRNA_290	ntLink_6	21623803	21626100	+	2298	112.39	0	40.20	0	131.75
lncRNA_291	ntLink_6	21770717	21781753	+	11037	189.29	10.48	189.92	9.19	549.72
lncRNA_292	ntLink_6	21772977	21779943	+	6967	82.99	3.73	77.93	4.76	223.99
lncRNA_293	ntLink_6	21777720	21781753	+	4034	118.66	2.29	95.67	5.01	302.12
lncRNA_294	ntLink_6	21832901	21841283	+	8383	54.35	1.33	93.29	4.77	289.07
lncRNA_295	ntLink_6	21832901	21841283	+	8383	54.35	1.33	93.29	4.77	289.07
lncRNA_296	ntLink_6	21854442	21856515	+	2074	100.58	0	70.97	0	147.53
lncRNA_297	ntLink_6	21936946	21940258	+	3313	67.09	5.74	62.92	35.80	339.99
lncRNA_298	ntLink_6	21963853	21965704	+	1852	50.90	5.30	48.35	2.85	134.06
lncRNA_299	ntLink_6	21993179	21993454	+	276	13.32	8.50	26.70	4.89	28.10
lncRNA_300	ntLink_6	22014449	22018312	+	3864	169.33	2	193.83	1.00	437.55
lncRNA_301	ntLink_6	22299510	22299859	+	350	120.50	86	57.50	124.50	93.50
lncRNA_302	ntLink_6	22628431	22629525	+	1095	22.43	5.82	0	1.73	0
lncRNA_303	ntLink_6	22687532	22691706	+	4175	331.00	783.67	416.25	416.71	243.17
lncRNA_304	ntLink_6	22724961	22729379	+	4419	26.25	0	5.79	1.70	51.29
lncRNA_305	ntLink_6	22724961	22729379	+	4419	26.25	0	5.79	1.70	51.29
lncRNA_306	ntLink_6	22777125	22778219	+	1095	18.93	82.24	25	1.83	0
lncRNA_307	ntLink_6	23050054	23050414	+	361	50.59	8.10	29.00	9.89	277.23
lncRNA_308	ntLink_6	62485	68696	+	6212	509	180	350.50	233.50	1162.50
lncRNA_309	ntLink_6	179026	180196	+	1171	533.90	489.05	226.80	711.50	1091.07
lncRNA_310	ntLink_6	211588	213346	+	1759	1056.50	1326	984	1022	1329.50
lncRNA_311	ntLink_6	211767	213346	+	1580	574.50	747	598	496	1072.50
lncRNA_312	ntLink_6	387497	391446	+	3950	50	32	52.25	100	256.67
lncRNA_313	ntLink_6	418708	421686	+	2979	646.50	437.33	337.50	375.50	927.50
lncRNA_314	ntLink_6	419475	421686	+	2212	53.50	44	46.50	25.50	66.50
lncRNA_315	ntLink_6	487117	505393	+	18277	2539.83	6751.00	15531.29	5660.15	1092.89
lncRNA_316	ntLink_6	487117	505393	+	18277	2539.83	6751.00	15531.29	5660.15	1092.89
lncRNA_317	ntLink_6	612733	616073	+	3341	63	32.43	59.19	81.81	67.07
lncRNA_318	ntLink_6	714917	717069	+	2153	32.17	107.54	48.04	35.92	24.38
lncRNA_319	ntLink_6	715046	717069	+	2024	32.17	100.54	36.71	33.92	24.38
lncRNA_320	ntLink_6	715049	715446	+	398	19.50	94.37	25.38	15.92	24.38
lncRNA_321	ntLink_6	715049	715824	+	776	20.17	95.54	25.71	17.92	24.38
lncRNA_322	ntLink_6	795761	798261	+	2501	508.50	670	116.50	245.00	423.67
lncRNA_323	ntLink_6	1014353	1022123	+	7771	166.15	291.23	376.11	66.89	218.17
lncRNA_324	ntLink_6	1014929	1022123	+	7195	160.15	212.23	211.11	65.89	211.17
lncRNA_325	ntLink_6	1040329	1047453	+	7125	38	13	112	43	259
lncRNA_326	ntLink_6	1052934	1055543	+	2610	896.10	416.43	356.67	547.17	447.42
lncRNA_327	ntLink_6	1114082	1115667	+	1586	21.13	1193.07	116.67	68.74	150.33
lncRNA_328	ntLink_6	1169879	1171714	+	1836	38.00	0	0	69.85	1
lncRNA_329	ntLink_6	1200627	1202658	+	2032	564	351	481	1122	1008
lncRNA_330	ntLink_6	1313207	1314730	+	1524	453.17	73.83	44.22	374.54	26.00
lncRNA_331	ntLink_6	1824170	1825059	+	890	10	0	41	28	6
lncRNA_332	ntLink_6	1997637	1999817	+	2181	34	17	450.50	143	427.50
lncRNA_333	ntLink_6	2206414	2213936	+	7523	575.86	751.70	541.82	620.79	388.64
lncRNA_334	ntLink_6	2206427	2213936	+	7510	575.86	751.70	541.82	620.79	385.64
lncRNA_335	ntLink_6	2206469	2213936	+	7468	575.86	751.70	541.82	620.79	385.64
lncRNA_336	ntLink_6	2234263	2235786	+	1524	63.13	197.18	352.45	307.85	151.90
lncRNA_337	ntLink_6	2412720	2417035	+	4316	13203	15872	15361	13349.00	9757.00
lncRNA_338	ntLink_6	2550018	2554402	+	4385	1313.99	337.00	1053.83	561.70	1850.33
lncRNA_339	ntLink_6	2570682	2572329	+	1648	104.50	109.94	112.98	131.61	165.97
lncRNA_340	ntLink_6	2636501	2637976	+	1476	378	189	443	32	577
lncRNA_341	ntLink_6	3130448	3134779	+	4332	162.50	125	123.50	177.60	41
lncRNA_342	ntLink_6	3187678	3189158	+	1481	1	2	10	23	14
lncRNA_343	ntLink_6	3186640	3187273	+	634	10	1	26	3.50	68
lncRNA_344	ntLink_6	3196080	3196545	+	466	22	26	13	53.50	3
lncRNA_345	ntLink_6	3441750	3442132	+	383	76.67	66.33	152.50	38	296
lncRNA_346	ntLink_6	3521297	3521650	+	354	34	0	20	7	213
lncRNA_347	ntLink_6	3659589	3660666	+	1078	76	10	2	85	21.00
lncRNA_348	ntLink_6	3659275	3659487	+	213	6	13	0	17	21
lncRNA_349	ntLink_6	3746840	3753060	+	6221	4	0	63	1	3
lncRNA_350	ntLink_6	3881128	3886225	+	5098	206	361	136	105	137
lncRNA_351	ntLink_6	3943588	3950386	+	6799	1082	546.50	525.17	880	861.83
lncRNA_352	ntLink_6	3943588	3950386	+	6799	1082	546.50	525.17	880	861.83
lncRNA_353	ntLink_6	3959490	3963322	+	3833	503.50	373	301	648	880
lncRNA_354	ntLink_6	3961352	3968968	+	7617	397.48	238.29	124.01	539.86	376.29
lncRNA_355	ntLink_6	4123995	4124867	+	873	218	119	58	101	123
lncRNA_356	ntLink_6	4125056	4128349	+	3294	701.99	729.65	371.66	459.66	428.33
lncRNA_357	ntLink_6	4125285	4128349	+	3065	694.99	721.65	370.66	446.66	410.33
lncRNA_358	ntLink_6	4125285	4128349	+	3065	694.99	721.65	370.66	446.66	410.33
lncRNA_359	ntLink_6	4185207	4188304	+	3098	85	49	62	70	249
lncRNA_360	ntLink_6	4319726	4322638	+	2913	853.74	304.35	212.61	701.83	1988.72
lncRNA_361	ntLink_6	4436800	4446793	+	9994	699.43	446.95	430.13	541.33	861.71
lncRNA_362	ntLink_6	4439936	4441749	+	1814	318.33	241.25	216	131.67	408.75
lncRNA_363	ntLink_6	4449182	4452297	+	3116	143.67	162.50	100.75	63.50	157.37
lncRNA_364	ntLink_6	4770940	4772948	+	2009	264.50	303	187.50	412.50	277
lncRNA_365	ntLink_6	4770990	4772948	+	1959	246.50	287	178.50	412.50	266
lncRNA_366	ntLink_6	4819435	4828281	+	8847	419	536	123.50	273.50	154
lncRNA_367	ntLink_6	5173472	5195767	+	22296	306.41	307.76	316.44	645.15	274.74
lncRNA_368	ntLink_6	5179006	5195767	+	16762	272.56	273.76	164.44	574.09	228.41
lncRNA_369	ntLink_6	5192312	5195767	+	3456	154.16	181.66	19.00	465.91	77.72
lncRNA_370	ntLink_6	5215387	5216698	+	1312	177.58	271.58	47.33	72.04	69.67
lncRNA_371	ntLink_6	5215563	5216698	+	1136	175.08	232.33	32.33	66.29	69.67
lncRNA_372	ntLink_6	5215563	5216698	+	1136	175.08	232.33	32.33	66.29	69.67
lncRNA_373	ntLink_6	5237764	5241013	+	3250	1454.75	345.25	6	69.12	253
lncRNA_374	ntLink_6	5512073	5516194	+	4122	131.80	84.87	42.74	98.52	78.67
lncRNA_375	ntLink_6	5540756	5543995	+	3240	243.77	125.87	49.48	36.31	90.13
lncRNA_376	ntLink_6	5544099	5548623	+	4525	380.10	783.57	204.34	278.84	443.59
lncRNA_377	ntLink_6	5544117	5546695	+	2579	319.97	666.37	175.12	222.19	354.47
lncRNA_378	ntLink_6	5547594	5548623	+	1030	61.09	98.72	30.09	54.73	55.04
lncRNA_379	ntLink_6	5625222	5625803	+	582	13.00	52.00	19.00	17.00	27.00
lncRNA_380	ntLink_6	5821531	5821846	+	316	28	1	4	2	17
lncRNA_381	ntLink_6	5871096	5872621	+	1526	9	11	27	11	64
lncRNA_382	ntLink_6	5983949	5986895	+	2947	816.17	557.50	309	164.50	121
lncRNA_383	ntLink_6	5983962	5986895	+	2934	816.17	557.50	309	164.50	121
lncRNA_384	ntLink_6	6070006	6070857	+	852	21	55	10	22	30
lncRNA_385	ntLink_6	6085209	6086396	+	1188	190.30	88.75	44	61.75	2.00
lncRNA_386	ntLink_6	6355668	6356624	+	957	68	38	24	50	104
lncRNA_387	ntLink_6	6367949	6369046	+	1098	33	50	57	22	12
lncRNA_388	ntLink_6	6373514	6381752	+	8239	258.41	247.02	278.63	202.20	162.77
lncRNA_389	ntLink_6	6374748	6381808	+	7061	182.41	209.69	180.63	146.20	121.77
lncRNA_390	ntLink_6	6406960	6414629	+	7670	103.97	55.43	121.31	233.27	298.53
lncRNA_391	ntLink_6	6552998	6554514	+	1517	155	168	106	88	233
lncRNA_392	ntLink_6	6557115	6558709	+	1595	84.56	56.41	24.19	94.40	82.22
lncRNA_393	ntLink_6	6571010	6572963	+	1954	612	851	604	1200	763
lncRNA_394	ntLink_6	6760381	6764204	+	3824	4.50	26.50	0	8	11.87
lncRNA_395	ntLink_6	6784798	6789504	+	4707	27.94	83.62	52.88	34.02	106.61
lncRNA_396	ntLink_6	6853031	6856852	+	3822	19.50	38.50	3	13	28.43
lncRNA_397	ntLink_6	6868781	6869996	+	1216	23.67	13.50	11.20	4.50	34.50
lncRNA_398	ntLink_6	7064149	7066946	+	2798	593.64	323.66	43.67	817.90	17.43
lncRNA_399	ntLink_6	7064149	7066946	+	2798	593.64	323.66	43.67	817.90	17.43
lncRNA_400	ntLink_6	7064172	7066946	+	2775	593.14	323.66	43.67	817.90	17.43
lncRNA_401	ntLink_6	7067777	7068762	+	986	1602	337.50	171	812	220
lncRNA_402	ntLink_6	7139992	7140474	+	483	50	90	26	45	50
lncRNA_403	ntLink_6	7295831	7303960	+	8130	169.92	225.92	5086.50	60.19	207.68
lncRNA_404	ntLink_6	7377424	7385976	+	8553	324	279.50	391	649	1179
lncRNA_405	ntLink_6	7445853	7450813	+	4961	469.21	343.83	250.33	433.84	761.17
lncRNA_406	ntLink_6	7443119	7444395	+	1277	503.00	373.00	82.50	508.50	90
lncRNA_407	ntLink_6	7455864	7460137	+	4274	1155.50	729.75	155.50	2256.00	431
lncRNA_408	ntLink_6	7534533	7542035	+	7503	164.32	121.52	73.26	159.66	91.23
lncRNA_409	ntLink_6	7534771	7538869	+	4099	147.82	115.77	66.26	149.91	83.23
lncRNA_410	ntLink_6	7535048	7546880	+	11833	198.35	140.95	80.01	195.71	111.63
lncRNA_411	ntLink_6	7583790	7585685	+	1896	0.40	30.20	4.50	7.00	110.08
lncRNA_412	ntLink_6	7958523	7958987	+	465	10	28.50	20	9.50	27.50
lncRNA_413	ntLink_6	7983631	7986000	+	2370	156.50	105.33	124.79	72.00	76.00
lncRNA_414	ntLink_6	7984591	7985882	+	1292	71.00	36.00	66.79	37.50	48.50
lncRNA_415	ntLink_6	8245017	8245411	+	395	33	4	33	0	94
lncRNA_416	ntLink_6	8374435	8378990	+	4556	130.50	96	89	96.50	232
lncRNA_417	ntLink_6	8374669	8378990	+	4322	121.50	94	89	82.50	222
lncRNA_418	ntLink_6	8408139	8408548	+	410	26	11	68	41	156
lncRNA_419	ntLink_6	8460309	8460999	+	691	23.50	2.10	8.54	0	52.96
lncRNA_420	ntLink_6	8460412	8460999	+	588	22.50	1.85	8.54	0	52.96
lncRNA_421	ntLink_6	8526979	8528160	+	1182	102	90	57	67	72
lncRNA_422	ntLink_6	8729525	8735888	+	6364	9.13	0	1.80	0	100.02
lncRNA_423	ntLink_6	8841634	8842326	+	693	76	54.00	12	12	15
lncRNA_424	ntLink_6	8890049	8891695	+	1647	81.83	18.50	16.17	38	60
lncRNA_425	ntLink_6	9058989	9061014	+	2026	15982.22	11397.60	6032.65	13951.95	11012.93
lncRNA_426	ntLink_6	9109356	9111108	+	1753	16	39	56	25.50	92.50
lncRNA_427	ntLink_6	9109443	9111108	+	1666	16	39	56	22.50	92.50
lncRNA_428	ntLink_6	9250081	9255801	+	5721	766.07	921.29	108.67	338.54	244.11
lncRNA_429	ntLink_6	9560025	9565104	+	5080	103.95	43.28	55.13	64.64	101.97
lncRNA_430	ntLink_6	9634516	9634777	+	262	3	0	0	18	0
lncRNA_431	ntLink_6	9690135	9691942	+	1808	281	610	24	423.12	45
lncRNA_432	ntLink_6	10132147	10133422	+	1276	24	8	27	50	14
lncRNA_433	ntLink_6	10166565	10167095	+	531	37.70	1.20	22.06	7.70	94.54
lncRNA_434	ntLink_6	10329075	10344947	+	15873	59	22	240.10	32	225.60
lncRNA_435	ntLink_6	10571042	10572769	+	1728	33	0	12	0	0
lncRNA_436	ntLink_6	10591728	10593885	+	2158	1427	1229	817	1103	911
lncRNA_437	ntLink_6	10649909	10655824	+	5916	114.43	76.77	57.53	87.36	249.75
lncRNA_438	ntLink_6	10886996	10899520	+	12525	1069.81	771.98	714.14	1183.12	2132.61
lncRNA_439	ntLink_6	10953329	10956664	+	3336	113	170	31	103	47
lncRNA_440	ntLink_6	11308808	11309278	+	471	0	4	0	8	36
lncRNA_441	ntLink_6	11472978	11478391	+	5414	2275.00	141.00	563.50	1286.17	2063.16
lncRNA_442	ntLink_6	11546401	11548361	+	1961	134.75	11.68	80.42	51.17	63.33
lncRNA_443	ntLink_6	11547169	11548361	+	1193	76.07	11.18	70.82	50.80	51.29
lncRNA_444	ntLink_6	11578667	11579913	+	1247	1821	846	1242	1443	1249
lncRNA_445	ntLink_6	11927332	11929812	+	2481	102	43	47	46	136
lncRNA_446	ntLink_6	11952391	11954501	+	2111	13	11	34	18	0
lncRNA_447	ntLink_6	11966293	11966616	+	324	29	6	34	4	24
lncRNA_448	ntLink_6	12028871	12031657	+	2787	60.75	53.00	73	35.50	194
lncRNA_449	ntLink_6	12062593	12065075	+	2483	101.50	124.50	75.58	119.92	95.17
lncRNA_450	ntLink_6	12062687	12064263	+	1577	87.50	101.50	56.58	83.92	61.17
lncRNA_451	ntLink_6	12211653	12213889	+	2237	137.50	132	164.33	21.50	233
lncRNA_452	ntLink_6	12636093	12638506	+	2414	398	387	667	283	408
lncRNA_453	ntLink_6	12704172	12705614	+	1443	7	65	4	170	20
lncRNA_454	ntLink_6	12868460	12871518	+	3059	393.50	208	161.50	75.50	35
lncRNA_455	ntLink_6	12871924	12872967	+	1044	171	64	58	27	6
lncRNA_456	ntLink_6	12880628	12881212	+	585	9	7	32	12	2
lncRNA_457	ntLink_6	13712182	13713100	+	919	169	29	83	86	231
lncRNA_458	ntLink_6	13783562	13784715	+	1154	31.64	12.42	20.10	39	57.10
lncRNA_459	ntLink_6	13814395	13827232	+	12838	22.33	8.05	17.20	25.84	109.73
lncRNA_460	ntLink_6	13990679	13993005	+	2327	440.50	725.50	410.50	282	232.50
lncRNA_461	ntLink_6	13990720	13993778	+	3059	481.50	751.50	410.50	282	240.50
lncRNA_462	ntLink_6	14615731	14618534	+	2804	176.40	152.00	103.05	223.64	145.91
lncRNA_463	ntLink_6	14818413	14849053	+	30641	448.63	229.59	464.65	1055.25	954.39
lncRNA_464	ntLink_6	14885367	14886473	+	1107	235.16	249.21	222.06	483.49	329.34
lncRNA_465	ntLink_6	15115394	15116083	+	690	11.17	0	3	3	123.67
lncRNA_466	ntLink_6	15257144	15272932	+	15789	801.67	982.29	574.79	389.44	676.47
lncRNA_467	ntLink_6	15257886	15272932	+	15047	751.24	956.29	531.79	379.44	596.97
lncRNA_468	ntLink_6	15257886	15272932	+	15047	751.24	956.29	531.79	379.44	596.97
lncRNA_469	ntLink_6	15306521	15306855	+	335	23.62	1.43	29.82	12.82	67.06
lncRNA_470	ntLink_6	15577565	15578258	+	694	99	94.67	6	126.83	186.67
lncRNA_471	ntLink_6	15720776	15721238	+	463	75	2	38	50	221
lncRNA_472	ntLink_6	15726132	15727010	+	879	0	0	0	0	57
lncRNA_473	ntLink_6	15933420	15934003	+	584	8	14	32	44	98
lncRNA_474	ntLink_6	15940615	15941014	+	400	33	33	26	63	32
lncRNA_475	ntLink_6	16149179	16157537	+	8359	707.49	415.58	439.40	221.77	594.17
lncRNA_476	ntLink_6	16155889	16157537	+	1649	105	92	100	43.50	115
lncRNA_477	ntLink_6	16218608	16219845	+	1238	140.50	194.58	199.17	82.90	6.83
lncRNA_478	ntLink_6	16224133	16227555	+	3423	166.90	60.70	27.60	180.00	35.87
lncRNA_479	ntLink_6	16635637	16636402	+	766	0	0	0	4	30
lncRNA_480	ntLink_6	16831335	16839676	+	8342	2502.97	994.50	589.92	728.45	1594.37
lncRNA_481	ntLink_6	16837452	16839676	+	2225	167	60.50	22.50	9.50	66.50
lncRNA_482	ntLink_6	16812789	16814012	+	1224	72.89	13.78	65.87	49.32	449.08
lncRNA_483	ntLink_6	16894248	16898752	+	4505	2531	4676.50	1548	4793.50	3794
lncRNA_484	ntLink_6	16944272	16952070	+	7799	13634.83	10046.17	4275	10695.83	8675.20
lncRNA_485	ntLink_6	16969397	16971821	+	2425	1048	482	454	1033	882.50
lncRNA_486	ntLink_6	16997113	16998089	+	977	0	6	123	2	121
lncRNA_487	ntLink_6	17183457	17186669	+	3213	252.80	227.99	149.84	207.13	613.95
lncRNA_488	ntLink_6	17418721	17420035	+	1315	2	122	45	33	121
lncRNA_489	ntLink_6	17496927	17498883	+	1957	31	4	3	0	53
lncRNA_490	ntLink_6	17623849	17624768	+	920	1546	1547	1338	1813	1569
lncRNA_491	ntLink_6	17846311	17848035	+	1725	41.63	29.97	30.13	15.05	111.78
lncRNA_492	ntLink_6	17858156	17864025	+	5870	344.50	377.38	194.61	410.87	236.63
lncRNA_493	ntLink_6	17858160	17864025	+	5866	344.50	377.38	194.61	410.87	236.63
lncRNA_494	ntLink_6	18007648	18010596	+	2949	64	38.00	56.50	261.50	130.50
lncRNA_495	ntLink_6	18014002	18015698	+	1697	26.00	6.33	18.67	8.33	4
lncRNA_496	ntLink_6	19399824	19400840	+	1017	60.33	13.50	29.67	28	71.52
lncRNA_497	ntLink_6	19477090	19478036	+	947	211.01	49.47	246.13	105.05	657.62
lncRNA_498	ntLink_6	19491373	19496034	+	4662	306.33	203	130	504	460
lncRNA_499	ntLink_6	19600441	19601186	+	746	19	29.50	3.50	28.50	7.50
lncRNA_500	ntLink_6	19672703	19673926	+	1224	5	9	28	10	191.33
lncRNA_501	ntLink_6	19809709	19811823	+	2115	121	8	163	41	307
lncRNA_502	ntLink_6	19853309	19855219	+	1911	2362.22	284.25	910.42	77.79	2231.97
lncRNA_503	ntLink_6	19853309	19855219	+	1911	2362.22	284.25	910.42	77.79	2231.97
lncRNA_504	ntLink_6	19858156	19859800	+	1645	144	0	104	6	104
lncRNA_505	ntLink_6	19886978	19889803	+	2826	53.20	149.65	46.13	54.02	337.04
lncRNA_506	ntLink_6	20103156	20104343	+	1188	101.59	130.99	59	149.83	137.43
lncRNA_507	ntLink_6	20267008	20268172	+	1165	91.28	185.73	51.63	139.01	18.30
lncRNA_508	ntLink_6	20267212	20268172	+	961	84.53	159.23	45.63	117.76	15.30
lncRNA_509	ntLink_6	20273045	20274617	+	1573	86.04	14.24	13.77	47.54	36.20
lncRNA_510	ntLink_6	20500737	20502472	+	1736	111.84	0.95	51.50	3.22	138.49
lncRNA_511	ntLink_6	20569476	20572217	+	2742	59.98	9.75	89.93	2.40	261.75
lncRNA_512	ntLink_6	20669407	20671045	+	1639	24.49	0.10	24.62	0.73	65.20
lncRNA_513	ntLink_6	20721337	20724548	+	3212	181.48	41.78	91.81	154.19	244.43
lncRNA_514	ntLink_6	20814883	20831721	+	16839	764.01	10.63	849.19	8.59	2303.45
lncRNA_515	ntLink_6	20867897	20875437	+	7541	134.04	4.60	151.76	4.95	410.97
lncRNA_516	ntLink_6	20963895	20968844	+	4950	267.09	5.13	314.04	8.25	823.12
lncRNA_517	ntLink_6	20968899	20989449	+	20551	609.69	24.92	754.21	108.73	1947.92
lncRNA_518	ntLink_6	20996293	21002694	+	6402	162.61	1.10	216.58	2.65	568.87
lncRNA_519	ntLink_6	21039269	21040444	+	1176	52	39	39	3	147.50
lncRNA_520	ntLink_6	21075431	21083164	+	7734	390.42	5.63	322.40	4.25	790.72
lncRNA_521	ntLink_6	21148072	21158064	+	9993	159.51	0.44	183.03	3.50	498.60
